Frame,X pixels,Y pixels,centerx,centery,offx,offy,atn2
476,215.09,59.4102,,,-102.41,182.9898,-29.23350038
477,214.977,59.3672,,,-102.523,183.0328,-29.25469589
478,215.012,59.4609,,,-102.488,182.9391,-29.25886402
479,215.254,59.4453,,,-102.246,182.9547,-29.19906318
480,215.91,59.5508,,,-101.59,182.8492,-29.0563068
481,215.883,59.6055,,,-101.617,182.7945,-29.07005071
482,215.793,58.543,,,-101.707,183.857,-28.95072613
483,215.559,58.5078,,,-101.941,183.8922,-29.00188025
484,215.574,58.3633,,,-101.926,184.0367,-28.9792268
485,215.898,58.4336,,,-101.602,183.9664,-28.91123967
486,216.477,58.5039,,,-101.023,183.8961,-28.7821158
487,216.766,58.5273,,,-100.734,183.8727,-28.71597349
488,216.535,58.4023,,,-100.965,183.9977,-28.75488379
489,216.516,58.4141,,,-100.984,183.9859,-28.76098077
490,216.598,58.5508,,,-100.902,183.8492,-28.75931152
491,217.188,58.4727,,,-100.312,183.9273,-28.60758295
492,217.414,57.6836,,,-100.086,184.7164,-28.45043043
493,217.332,57.668,,,-100.168,184.732,-28.46806154
494,217.336,57.7852,,,-100.164,184.6148,-28.48234185
495,217.445,57.6641,,,-100.055,184.7359,-28.44046369
496,218.098,57.6289,,,-99.402,184.7711,-28.2790847
497,218.523,57.6406,,,-98.977,184.7594,-28.17828891
498,218.465,57.6016,,,-99.035,184.7984,-28.18722765
499,218.52,57.6289,,,-98.98,184.7711,-28.17750155
500,218.34,56.8008,,,-99.16,185.5992,-28.11423267
501,218.441,56.7695,,,-99.059,185.6305,-28.0859582
502,218.535,56.6328,,,-98.965,185.7672,-28.04586483
503,218.891,56.6445,,,-98.609,185.7555,-27.96176431
504,219.41,56.7891,,,-98.09,185.6109,-27.85515827
505,219.383,56.7734,,,-98.117,185.6266,-27.85967069
506,219.266,56.543,,,-98.234,185.857,-27.85851818
507,219.426,56.7422,,,-98.074,185.6578,-27.84531847
508,219.27,56.7852,,,-98.23,185.6148,-27.88843168
509,219.922,56.7266,,,-97.578,185.6734,-27.72352886
510,220.344,56.7109,,,-97.156,185.6891,-27.61940326
511,220.391,55.7461,,,-97.109,186.6539,-27.4862633
512,220.332,55.7773,,,-97.168,186.6227,-27.50443755
513,220.262,55.7695,,,-97.238,186.6305,-27.52036114
514,220.492,55.7227,,,-97.008,186.6773,-27.45891991
515,221.262,55.7539,,,-96.238,186.6461,-27.27642502
516,221.277,55.6875,,,-96.223,186.7125,-27.26448785
517,221.328,55.7109,,,-96.172,186.6891,-27.25504394
518,221.281,55.8281,,,-96.219,186.5719,-27.281097
519,221.238,55.2891,,,-96.262,187.1109,-27.22423243
520,221.27,55.0352,,,-96.23,187.3648,-27.18489642
521,221.867,54.8164,,,-95.633,187.5836,-27.01318539
522,221.988,54.7383,,,-95.512,187.6617,-26.97420122
523,221.883,54.8594,,,-95.617,187.5406,-27.01462139
524,221.855,55.0039,,,-95.645,187.3961,-27.03928863
525,221.996,55.0156,,,-95.504,187.3844,-27.00652446
526,222.184,54.8477,,,-95.316,187.5523,-26.94014379
527,222.895,54.8438,,,-94.605,187.5562,-26.76677964
528,222.887,54.9102,,,-94.613,187.4898,-26.77688688
529,222.82,54.0625,,,-94.68,188.3375,-26.68934145
530,222.984,53.793,,,-94.516,188.607,-26.61667117
531,223.047,54.2148,,,-94.453,188.1852,-26.65276722
532,223.09,53.7734,,,-94.41,188.6266,-26.58854464
533,224.031,53.8477,,,-93.469,188.5523,-26.36849911
534,223.902,53.7695,,,-93.598,188.6305,-26.39049671
535,224.078,54.1367,,,-93.422,188.2633,-26.39201172
536,223.953,53.7969,,,-93.547,188.6031,-26.38137794
537,223.891,53.6641,,,-93.609,188.7359,-26.38043537
538,224.367,53.0586,,,-93.133,189.3414,-26.19158987
539,224.465,53.082,,,-93.035,189.318,-26.17050975
540,224.773,53.2461,,,-92.727,189.1539,-26.11501162
541,224.945,53.0625,,,-92.555,189.3375,-26.0510529
542,224.891,52.875,,,-92.609,189.525,-26.04186374
543,224.93,53.3203,,,-92.57,189.0797,-26.08553383
544,225.781,53.0703,,,-91.719,189.3297,-25.84743342
545,225.477,53.2031,,,-92.023,189.1969,-25.93770743
546,225.402,53.1797,,,-92.098,189.2203,-25.95328363
547,225.852,52.2461,,,-91.648,190.1539,-25.73255569
548,226.539,52.3242,,,-90.961,190.0758,-25.5735012
549,226.82,51.8555,,,-90.68,190.5445,-25.44974555
550,226.797,52.1484,,,-90.703,190.2516,-25.48960687
551,227.832,52.2422,,,-89.668,190.1578,-25.24599681
552,227.285,52.1953,,,-90.215,190.2047,-25.37520946
553,227.168,52.2461,,,-90.332,190.1539,-25.40990547
554,227.602,51.7344,,,-89.898,190.6656,-25.24367341
555,228.465,51.3867,,,-89.035,191.0133,-24.9911383
556,228.508,51.4922,,,-88.992,190.9078,-24.9926609
557,228.812,51.3594,,,-88.688,191.0406,-24.90244423
558,229.305,51.3359,,,-88.195,191.0641,-24.7780006
559,229.168,51.4023,,,-88.332,190.9977,-24.81944504
560,229.184,51.3047,,,-88.316,191.0953,-24.80434224
561,229.395,51.3828,,,-88.105,191.0172,-24.76109747
562,230.168,51.2344,,,-87.332,191.1656,-24.55279373
563,230.238,51.2383,,,-87.262,191.1617,-24.53587522
564,230.133,50.4609,,,-87.367,191.9391,-24.47411856
565,231.227,50.293,,,-86.273,192.107,-24.18428903
566,230.965,50.4609,,,-86.535,191.9391,-24.26804818
567,231.367,50.3164,,,-86.133,192.0836,-24.1521381
568,231.523,50.3203,,,-85.977,192.0797,-24.11381774
569,232.125,50.6328,,,-85.375,191.7672,-23.99868882
570,232.145,50.6172,,,-85.355,191.7828,-23.99197012
571,232.852,50.25,,,-84.648,192.15,-23.77497092
572,233.168,49.7539,,,-84.332,192.6461,-23.6416913
573,233.168,49.6094,,,-84.332,192.7906,-23.62591345
574,233.082,49.6445,,,-84.418,192.7555,-23.65119681
575,233.949,49.5156,,,-83.551,192.8844,-23.42062953
576,234.02,49.6836,,,-83.48,192.7164,-23.4210731
577,234.168,49.6367,,,-83.332,192.7633,-23.37893484
578,234.109,49.6875,,,-83.391,192.7125,-23.39921228
579,234.754,49.7109,,,-82.746,192.6891,-23.24001623
580,235.004,49.6875,,,-82.496,192.7125,-23.17470644
581,234.996,48.6875,,,-82.504,193.7125,-23.06961712
582,234.945,48.7305,,,-82.555,193.6695,-23.08697236
583,234.906,48.7109,,,-82.594,193.6891,-23.09464325
584,235.914,48.7305,,,-81.586,193.6695,-22.84394317
585,235.57,48.7305,,,-81.93,193.6695,-22.93031979
586,236.062,48.6602,,,-81.438,193.7398,-22.79931819
587,236.043,48.5586,,,-81.457,193.8414,-22.79336274
588,235.949,48.5312,,,-81.551,193.8688,-22.81407862
589,236.391,47.668,,,-81.109,194.732,-22.61251057
590,236.969,47.6328,,,-80.531,194.7672,-22.46377872
591,237.035,47.5898,,,-80.465,194.8102,-22.44273261
592,236.832,47.7266,,,-80.668,194.6734,-22.50794738
593,236.793,47.625,,,-80.707,194.775,-22.50716895
594,237.828,47.7031,,,-79.672,194.6969,-22.25488915
595,238.23,47.6758,,,-79.27,194.7242,-22.15067753
596,237.852,47.7539,,,-79.648,194.6461,-22.25407926
597,237.434,47.7617,,,-80.066,194.6383,-22.36020235
598,237.883,47.668,,,-79.617,194.732,-22.2374056
599,238.93,46.793,,,-78.57,195.607,-21.88398339
600,238.949,46.7734,,,-78.551,195.6266,-21.87720591
601,238.824,47.0859,,,-78.676,195.3141,-21.94045445
602,239.324,46.7461,,,-78.176,195.6539,-21.77980657
603,239.039,47.1836,,,-78.461,195.2164,-21.89608617
604,239.844,47.1797,,,-77.656,195.2203,-21.69199493
605,239.953,46.8281,,,-77.547,195.5719,-21.62902001
606,240.109,46.8125,,,-77.391,195.5875,-21.58795234
607,239.801,46.75,,,-77.699,195.65,-21.65964208
608,239.848,46.5469,,,-77.652,195.8531,-21.62737686
609,240.09,45.7383,,,-77.41,196.6617,-21.48559655
610,240.387,45.7734,,,-77.113,196.6266,-21.41411339
611,241.168,46.1914,,,-76.332,196.2086,-21.25777373
612,240.969,46.125,,,-76.531,196.275,-21.30166612
613,241.168,45.7891,,,-76.332,196.6109,-21.21814923
614,241.031,45.7578,,,-76.469,196.6422,-21.24975466
615,241.41,45.8047,,,-76.09,196.5953,-21.15836867
616,241.461,45.8047,,,-76.039,196.5953,-21.14544054
617,241.91,45.8086,,,-75.59,196.5914,-21.03190574
618,241.781,46.1484,,,-75.719,196.2516,-21.09791877
619,242.141,45.1484,,,-75.359,197.2516,-20.90911
620,242.91,44.7812,,,-74.59,197.6188,-20.67870557
621,242.941,44.8359,,,-74.559,197.5641,-20.67607724
622,242.969,44.8516,,,-74.531,197.5484,-20.67047273
623,243.098,45.1758,,,-74.402,197.2242,-20.6687724
624,243.156,44.7344,,,-74.344,197.6656,-20.61178005
625,243.984,45.1328,,,-73.516,197.2672,-20.43902561
626,244.02,45.1562,,,-73.48,197.2438,-20.43206744
627,243.445,44.7344,,,-74.055,197.6656,-20.53835602
628,243.527,44.5938,,,-73.973,197.8062,-20.50414027
629,244.168,44.3047,,,-73.332,198.0953,-20.31381974
630,244.336,44.3047,,,-73.164,198.0953,-20.27107301
631,244.961,44.3008,,,-72.539,198.0992,-20.11147406
632,245.02,44.2148,,,-72.48,198.1852,-20.08840256
633,245.051,44.2734,,,-72.449,198.1266,-20.08596177
634,245.438,44.3008,,,-72.062,198.0992,-19.98972935
635,245.824,44.3242,,,-71.676,198.0758,-19.89323807
636,245.23,44.4023,,,-72.27,197.9977,-20.05229652
637,245.34,44.4336,,,-72.16,197.9664,-20.02711674
638,245.867,44.2188,,,-71.633,198.1812,-19.87249314
639,246.254,44.2461,,,-71.246,198.1539,-19.77598799
640,246.145,43.2773,,,-71.355,199.1227,-19.7149828
641,246.168,43.3789,,,-71.332,199.0211,-19.71840347
642,246.254,43.3164,,,-71.246,199.0836,-19.69075261
643,246.805,43.332,,,-70.695,199.068,-19.55147206
644,247.285,43.2969,,,-70.215,199.1031,-19.42552889
645,247.227,43.3008,,,-70.273,199.0992,-19.44072425
646,247.25,43.1445,,,-70.25,199.2555,-19.42073488
647,247.766,43.3086,,,-69.734,199.0914,-19.30337945
648,248.168,43.3398,,,-69.332,199.0602,-19.20305576
649,248.016,42.6094,,,-69.484,199.7906,-19.17686349
650,248.145,42.3906,,,-69.355,200.0094,-19.12443371
651,248.25,42.4062,,,-69.25,199.9938,-19.09896075
652,248.914,42.2773,,,-68.586,200.1227,-18.91759968
653,248.805,42.3008,,,-68.695,200.0992,-18.94758816
654,248.969,42.2773,,,-68.531,200.1227,-18.90350696
655,248.969,42.3906,,,-68.531,200.0094,-18.91345436
656,249.062,42.4688,,,-68.438,199.9312,-18.89647302
657,249.555,42.2031,,,-67.945,200.1969,-18.74674327
658,249.852,42.3555,,,-67.648,200.0445,-18.68372491
659,249.82,42.375,,,-67.68,200.025,-18.6936449
660,249.832,42.3867,,,-67.668,200.0133,-18.69157802
661,250.168,41.6172,,,-67.332,200.7828,-18.53874634
662,250.512,41.5977,,,-66.988,200.8023,-18.44878927
663,250.414,41.5898,,,-67.086,200.8102,-18.47327057
664,250.449,41.6289,,,-67.051,200.7711,-18.46763843
665,250.867,41.6016,,,-66.633,200.7984,-18.35792398
666,251.25,41.6172,,,-66.25,200.7828,-18.26074784
667,251.406,41.6523,,,-66.094,200.7477,-18.22356813
668,251.328,41.668,,,-66.172,200.732,-18.24498314
669,251.828,41.6875,,,-65.672,200.7125,-18.11780496
670,252.27,41.4961,,,-65.23,200.9039,-17.98771159
671,252.227,41.043,,,-65.273,201.357,-17.96090739
672,252.246,40.6133,,,-65.254,201.7867,-17.92022568
673,252.148,40.6641,,,-65.352,201.7359,-17.94964302
674,252.359,40.7188,,,-65.141,201.6812,-17.899935
675,253.211,40.6953,,,-64.289,201.7047,-17.67855332
676,253.211,40.668,,,-64.289,201.732,-17.67630987
677,253.109,40.6016,,,-64.391,201.7984,-17.69714368
678,253.125,40.6211,,,-64.375,201.7789,-17.69462377
679,253.422,40.6406,,,-64.078,201.7594,-17.61964543
680,254.234,40.8008,,,-63.266,201.5992,-17.42293644
681,254.195,40.6641,,,-63.305,201.7359,-17.42192827
682,254.086,40.6836,,,-63.414,201.7164,-17.45169077
683,254.363,40.4531,,,-63.137,201.9469,-17.36141512
684,254.895,40.6172,,,-62.605,201.7828,-17.23699195
685,255.008,40.6836,,,-62.492,201.7164,-17.21304832
686,254.551,40.4336,,,-62.949,201.9664,-17.31124113
687,254.793,40.5664,,,-62.707,201.8336,-17.25932076
688,255.145,40.5312,,,-62.355,201.8688,-17.16532991
689,255.996,40.6719,,,-61.504,201.7281,-16.95571078
690,255.98,40.6719,,,-61.52,201.7281,-16.95986858
691,255.961,40.5859,,,-61.539,201.8141,-16.95799138
692,256.309,40.5781,,,-61.191,201.8219,-16.86693952
693,257.094,40.707,,,-60.406,201.693,-16.67268351
694,256.996,40.6367,,,-60.504,201.7633,-16.69273342
695,256.812,40.6406,,,-60.688,201.7594,-16.74096725
696,256.832,40.5547,,,-60.668,201.8453,-16.72903445
697,257,40.6094,,,-60.5,201.7906,-16.68955863
698,257.914,40.6602,,,-59.586,201.7398,-16.45506719
699,257.82,40.6055,,,-59.68,201.7945,-16.4753939
700,257.406,40.668,,,-60.094,201.732,-16.58828213
701,258.031,40.5312,,,-59.469,201.8688,-16.41456901
702,258.43,40.6953,,,-59.07,201.7047,-16.322873
703,258.469,40.6562,,,-59.031,201.7438,-16.30967577
704,258.5,40.6289,,,-59,201.7711,-16.29947715
705,258.516,40.6992,,,-58.984,201.7008,-16.30066951
706,258.938,40.6367,,,-58.562,201.7633,-16.18542384
707,259.508,40.5781,,,-57.992,201.8219,-16.03160538
708,259.449,40.5234,,,-58.051,201.8766,-16.04295206
709,259.422,40.5859,,,-58.078,201.8141,-16.05474404
710,259.82,40.5352,,,-57.68,201.8648,-15.94653551
711,260.199,40.7188,,,-57.301,201.6812,-15.8607344
712,260.188,40.6406,,,-57.312,201.7594,-15.85778663
713,260.25,40.4688,,,-57.25,201.9312,-15.82869106
714,260.32,40.5078,,,-57.18,201.8922,-15.81320673
715,260.914,40.5898,,,-56.586,201.8102,-15.66308049
716,261.27,40.6484,,,-56.23,201.7516,-15.57363571
717,261.215,40.6992,,,-56.285,201.7008,-15.59186342
718,261.168,40.6602,,,-56.332,201.7398,-15.60137945
719,261.168,40.707,,,-56.332,201.693,-15.60482317
720,261.422,40.6484,,,-56.078,201.7516,-15.53357261
721,262.121,40.6875,,,-55.379,201.7125,-15.35196993
722,262.086,40.6602,,,-55.414,201.7398,-15.35923378
723,262.102,40.6016,,,-55.398,201.7984,-15.35075981
724,262.129,40.582,,,-55.371,201.818,-15.34221089
725,262.871,40.8047,,,-54.629,201.5953,-15.16208369
726,263.223,40.543,,,-54.277,201.857,-15.05019454
727,263.254,40.6133,,,-54.246,201.7867,-15.0469912
728,263.445,40.6953,,,-54.055,201.7047,-15.00222318
729,263.82,40.5469,,,-53.68,201.8531,-14.89232373
730,263.922,40.4727,,,-53.578,201.9273,-14.86005943
731,264.082,40.6211,,,-53.418,201.7789,-14.82805573
732,264.051,40.6445,,,-53.449,201.7555,-14.83792628
733,264.168,40.6367,,,-53.332,201.7633,-14.80632715
734,264.887,40.7227,,,-52.613,201.6773,-14.62128108
735,264.863,40.7148,,,-52.637,201.6852,-14.62711634
736,264.832,40.4609,,,-52.668,201.9391,-14.61774852
737,265.168,40.5352,,,-52.332,201.8648,-14.5335725
738,265.805,40.5977,,,-51.695,201.8023,-14.36829215
739,265.383,40.6367,,,-52.117,201.7633,-14.48335303
740,265.832,40.6523,,,-51.668,201.7477,-14.36482394
741,266.113,40.5391,,,-51.387,201.8609,-14.28222209
742,266.52,40.6641,,,-50.98,201.7359,-14.18210662
743,266.484,40.5938,,,-51.016,201.8062,-14.18697286
744,266.895,40.4609,,,-50.605,201.9391,-14.06834363
745,266.496,40.4648,,,-51.004,201.9352,-14.17507496
746,267.039,40.6211,,,-50.461,201.7789,-14.04059288
747,267.352,40.6055,,,-50.148,201.7945,-13.95587949
748,267.301,40.6172,,,-50.199,201.7828,-13.97029519
749,267.445,40.4883,,,-50.055,201.9117,-13.92323549
750,268.289,40.6406,,,-49.211,201.7594,-13.70733364
751,268.273,40.5312,,,-49.227,201.8688,-13.70447156
752,268.344,40.5508,,,-49.156,201.8492,-13.6867283
753,268.379,40.5,,,-49.121,201.9,-13.67403709
754,268.867,40.668,,,-48.633,201.732,-13.55408045
755,269.402,40.5664,,,-48.098,201.8336,-13.40388273
756,269.309,40.582,,,-48.191,201.818,-13.42986234
757,269.207,40.5625,,,-48.293,201.8375,-13.45600194
758,269.461,40.6055,,,-48.039,201.7945,-13.39053368
759,270,40.5234,,,-47.5,201.8766,-13.24041867
760,270.055,40.5469,,,-47.445,201.8531,-13.22711239
761,270.016,40.5938,,,-47.484,201.8062,-13.24057055
762,270.305,40.5781,,,-47.195,201.8219,-13.16181044
763,270.898,40.6797,,,-46.602,201.7203,-13.00841298
764,270.789,40.5039,,,-46.711,201.8961,-13.02683551
765,271.02,40.7148,,,-46.48,201.6852,-12.97769374
766,271.234,40.6172,,,-46.266,201.7828,-12.91391244
767,271.844,40.8086,,,-45.656,201.5914,-12.76095597
768,271.918,40.6992,,,-45.582,201.7008,-12.73426331
769,271.914,40.6211,,,-45.586,201.7789,-12.73057571
770,272.09,40.6445,,,-45.41,201.7555,-12.68444134
771,272.816,40.6445,,,-44.684,201.7555,-12.48805761
772,272.891,40.7422,,,-44.609,201.6578,-12.47360436
773,272.961,40.7188,,,-44.539,201.6812,-12.45324218
774,273.137,40.625,,,-44.363,201.775,-12.39996995
775,273.895,40.7812,,,-43.605,201.6188,-12.20365756
776,273.812,40.5039,,,-43.688,201.8961,-12.20990023
777,274.09,40.6562,,,-43.41,201.7438,-12.14340327
778,274.145,40.6211,,,-43.355,201.7789,-12.12642616
779,274.504,40.5586,,,-42.996,201.8414,-12.0253336
780,274.453,40.5742,,,-43.047,201.8258,-12.04008501
781,274.543,40.6523,,,-42.957,201.7477,-12.02016087
782,274.879,40.6406,,,-42.621,201.7594,-11.92817352
783,275.324,40.6719,,,-42.176,201.7281,-11.80892729
784,275.348,40.707,,,-42.152,201.693,-11.80439234
785,275.5,40.6484,,,-42,201.7516,-11.75969236
786,276.371,40.6172,,,-41.129,201.7828,-11.52067314
787,276.195,40.6797,,,-41.305,201.7203,-11.57213402
788,276.23,40.7695,,,-41.27,201.6305,-11.56760334
789,276.746,40.6797,,,-40.754,201.7203,-11.42184784
790,277.293,40.6406,,,-40.207,201.7594,-11.27036632
791,277.57,40.7422,,,-39.93,201.6578,-11.20018601
792,277.34,40.707,,,-40.16,201.693,-11.26113989
793,277.281,40.7539,,,-40.219,201.6461,-11.27981591
794,277.582,40.6719,,,-39.918,201.7281,-11.19310167
795,278.395,40.6367,,,-39.105,201.7633,-10.96885345
796,278.117,40.707,,,-39.383,201.693,-11.04867575
797,278.559,40.6445,,,-38.941,201.7555,-10.924373
798,279.223,40.668,,,-38.277,201.732,-10.74369006
799,279.207,40.6172,,,-38.293,201.7828,-10.74543351
800,279.199,40.6914,,,-38.301,201.7086,-10.75148756
801,279.816,40.6055,,,-37.684,201.7945,-10.57782915
802,280.074,40.5859,,,-37.426,201.8141,-10.50602941
803,279.996,40.6602,,,-37.504,201.7398,-10.53122666
804,279.953,40.7852,,,-37.547,201.6148,-10.54942053
805,280.195,40.7031,,,-37.305,201.6969,-10.4787663
806,281.012,40.8008,,,-36.488,201.5992,-10.25906123
807,281.027,40.75,,,-36.473,201.65,-10.25240466
808,281.031,40.7578,,,-36.469,201.6422,-10.25169226
809,281.387,40.6719,,,-36.113,201.7281,-10.14947644
810,281.922,40.7188,,,-35.578,201.6812,-10.00445322
811,281.957,40.7188,,,-35.543,201.6812,-9.994809846
812,281.918,40.7422,,,-35.582,201.6578,-10.00669285
813,281.977,40.707,,,-35.523,201.693,-9.988726437
814,282.398,40.707,,,-35.102,201.693,-9.872688171
815,282.535,40.7148,,,-34.965,201.6852,-9.835282734
816,282.508,40.6992,,,-34.992,201.7008,-9.841982689
817,282.988,40.6211,,,-34.512,201.7789,-9.705876673
818,283.598,40.6797,,,-33.902,201.7203,-9.540223957
819,283.562,40.5938,,,-33.938,201.8062,-9.546177812
820,283.496,40.6328,,,-34.004,201.7672,-9.566214403
821,283.898,40.6094,,,-33.602,201.7906,-9.454098587
822,284.289,40.6914,,,-33.211,201.7086,-9.349773193
823,284.168,40.668,,,-33.332,201.732,-9.382164077
824,284.285,40.6836,,,-33.215,201.7164,-9.350524215
825,284.785,40.4844,,,-32.715,201.9156,-9.203265213
826,285.363,40.5781,,,-32.137,201.8219,-9.047504104
827,285.488,40.5664,,,-32.012,201.8336,-9.012377828
828,285.238,40.6133,,,-32.262,201.7867,-9.083667721
829,285.48,40.5586,,,-32.02,201.8414,-9.014250456
830,286.059,40.7266,,,-31.441,201.6734,-8.861114938
831,286.035,40.6875,,,-31.465,201.7125,-8.866079852
832,286.129,40.668,,,-31.371,201.732,-8.839170861
833,286.25,40.4961,,,-31.25,201.9039,-8.798233219
834,286.273,40.6055,,,-31.227,201.7945,-8.796550779
835,286.891,40.5977,,,-30.609,201.8023,-8.624777634
836,287.086,40.668,,,-30.414,201.732,-8.573592853
837,287.566,40.6367,,,-29.934,201.7633,-8.438956445
838,287.887,40.7109,,,-29.613,201.6891,-8.352771592
839,287.941,40.5977,,,-29.559,201.8023,-8.333143105
840,287.809,40.5703,,,-29.691,201.8297,-8.368709778
841,288.262,40.6133,,,-29.238,201.7867,-8.244527256
842,289.098,40.543,,,-28.402,201.857,-8.009143094
843,288.848,40.6797,,,-28.652,201.7203,-8.084116815
844,289.062,40.5859,,,-28.438,201.8141,-8.020845307
845,289.266,40.6992,,,-28.234,201.7008,-7.968464777
846,289.844,40.6836,,,-27.656,201.7164,-7.806772264
847,289.969,40.5977,,,-27.531,201.8023,-7.768651472
848,289.953,40.6953,,,-27.547,201.7047,-7.776826351
849,290.059,40.6914,,,-27.441,201.7086,-7.747117498
850,290.559,40.6445,,,-26.941,201.7555,-7.605878512
851,290.867,40.668,,,-26.633,201.732,-7.520791905
852,291.023,40.6172,,,-26.477,201.7828,-7.475378417
853,291.352,40.5547,,,-26.148,201.8453,-7.381260525
854,291.887,40.6211,,,-25.613,201.7789,-7.234206493
855,291.918,40.6211,,,-25.582,201.7789,-7.225543359
856,291.84,40.6289,,,-25.66,201.7711,-7.247617473
857,291.898,40.6562,,,-25.602,201.7438,-7.232377289
858,292.277,40.7422,,,-25.223,201.6578,-7.129429405
859,292.371,40.6641,,,-25.129,201.7359,-7.100409822
860,292.414,40.6758,,,-25.086,201.7242,-7.088790455
861,292.895,40.6055,,,-24.605,201.7945,-6.9518145
862,293.34,40.6641,,,-24.16,201.7359,-6.829247656
863,293.367,40.6953,,,-24.133,201.7047,-6.822732837
864,293.777,40.5391,,,-23.723,201.8609,-6.702742112
865,294.254,40.6055,,,-23.246,201.7945,-6.571302184
866,294.414,40.5938,,,-23.086,201.8062,-6.52608898
867,294.414,40.6211,,,-23.086,201.7789,-6.526964319
868,294.484,40.582,,,-23.016,201.818,-6.506093735
869,295.059,40.7227,,,-22.441,201.6773,-6.349287172
870,295.199,40.7383,,,-22.301,201.6617,-6.310481311
871,295.105,40.7266,,,-22.395,201.6734,-6.336499782
872,295.586,40.6406,,,-21.914,201.7594,-6.198853502
873,296.012,40.7656,,,-21.488,201.6344,-6.0830018
874,296.059,40.7109,,,-21.441,201.6891,-6.068162179
875,296.043,40.6992,,,-21.457,201.7008,-6.072307001
876,296.254,40.6172,,,-21.246,201.7828,-6.010608196
877,296.996,40.6172,,,-20.504,201.7828,-5.802150182
878,296.91,40.6836,,,-20.59,201.7164,-5.828223767
879,297.098,40.6875,,,-20.402,201.7125,-5.775480599
880,297.527,40.6992,,,-19.973,201.7008,-5.655158901
881,297.734,40.6445,,,-19.766,201.7555,-5.595415142
882,297.766,40.7734,,,-19.734,201.6266,-5.589962624
883,297.875,40.7227,,,-19.625,201.6773,-5.557891825
884,298.43,40.6953,,,-19.07,201.7047,-5.400926883
885,298.832,40.6602,,,-18.668,201.7398,-5.286811568
886,298.41,40.5195,,,-19.09,201.8805,-5.401877419
887,298.91,40.6133,,,-18.59,201.7867,-5.263629418
888,299.559,40.6406,,,-17.941,201.7594,-5.081532551
889,299.418,40.5664,,,-18.082,201.8336,-5.119384524
890,299.457,40.543,,,-18.043,201.857,-5.107812259
891,299.961,40.5469,,,-17.539,201.8531,-4.965953427
892,300.32,40.6719,,,-17.18,201.7281,-4.867799816
893,300.266,40.5391,,,-17.234,201.8609,-4.879829448
894,300.824,40.6406,,,-16.676,201.7594,-4.724922564
895,301.148,40.5391,,,-16.352,201.8609,-4.631205441
896,301.305,40.6562,,,-16.195,201.7438,-4.589581701
897,301.309,40.6445,,,-16.191,201.7555,-4.588188009
898,301.453,40.7578,,,-16.047,201.6422,-4.55009785
899,302.141,40.5312,,,-15.359,201.8688,-4.350913543
900,302.32,40.5898,,,-15.18,201.8102,-4.301641602
901,302.227,40.6641,,,-15.273,201.7359,-4.329483624
902,303.031,40.5703,,,-14.469,201.8297,-4.100470872
903,302.879,40.7773,,,-14.621,201.6227,-4.147637029
904,302.984,40.6484,,,-14.516,201.7516,-4.115331876
905,303.277,40.5938,,,-14.223,201.8062,-4.031454866
906,303.906,40.6289,,,-13.594,201.7711,-3.854385181
907,303.965,40.7227,,,-13.535,201.6773,-3.839486246
908,304.184,40.6367,,,-13.316,201.7633,-3.775938164
909,304.852,40.668,,,-12.648,201.732,-3.587580075
910,305.191,40.6758,,,-12.309,201.7242,-3.491799233
911,304.859,40.5859,,,-12.641,201.8141,-3.584144865
912,304.945,40.7305,,,-12.555,201.6695,-3.562369791
913,305.527,40.5742,,,-11.973,201.8258,-3.395003615
914,305.457,40.6797,,,-12.043,201.7203,-3.416587347
915,305.453,40.7109,,,-12.047,201.6891,-3.418246899
916,305.914,40.5742,,,-11.586,201.8258,-3.285512242
917,306.238,40.5703,,,-11.262,201.8297,-3.193764947
918,306.238,40.6211,,,-11.262,201.7789,-3.194567346
919,306.219,40.7266,,,-11.281,201.6734,-3.201616159
920,306.25,40.5586,,,-11.25,201.8414,-3.190184376
921,307.059,40.5703,,,-10.441,201.8297,-2.961370095
922,307.125,40.6016,,,-10.375,201.7984,-2.943139212
923,307.121,40.6094,,,-10.379,201.7906,-2.944385528
924,307.293,40.5664,,,-10.207,201.8336,-2.895059272
925,307.992,40.582,,,-9.508,201.818,-2.697310283
926,308.016,40.5977,,,-9.484,201.8023,-2.690720787
927,308.035,40.6719,,,-9.465,201.7281,-2.686324444
928,308.121,40.6836,,,-9.379,201.7164,-2.66210566
965,316.957,40.5734,,,-0.543,201.8266,-0.154149816
987,321.414,40.5078,,,3.914,201.8922,1.11063029
1030,328.539,40.5078,,,11.039,201.8922,3.129684714
