time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-12-22 19:56:32,38.7215258502576,-121.169326008723,0,Available with any HD 360 subscription,Available with any HD 360 subscription,466.09744864215,0.328084,0,0,0,16,5,0,466.09744864215,0,0,0,0,0,0,325.9, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,0,72.86,466.09744864215,0,41,Motors_Started,
100,2023-12-22 19:56:32,38.7215258568416,-121.1693260044,0,,,466.09744864215,0.328084,0,0.00269893053256,0.00269893053256,16,5,0,466.09744864215,0,0,0.00269893053256,0,0,0,325.9, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,0,72.86,466.09744864215,0,41,Motors_Started,
200,2023-12-22 19:56:32,38.721525822802,-121.169325999996,0,,,466.09744864215,0.328084,0,0.0103205711964,0.0151813653152,16,5,0,466.09744864215,0,0,0.0103205711964,0,0,0,326, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,0,72.86,466.09744864215,0,41,Motors_Started,
300,2023-12-22 19:56:32,38.721525708925,-121.169326033821,0,,,466.09744864215,0.328084,0,0.052057744448,0.057830382428,16,5,0,466.09744864215,0,0,0.052057744448,0,0,0,325.9, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,0,72.86,466.09744864215,0,41,Motors_Started,
400,2023-12-22 19:56:32,38.7215256920001,-121.169326080259,0,,,466.09744864215,0.328084,0,0.061225723744,0.072420605992,16,5,0,466.09744864215,0,0,0.061225723744,0,0,0,326, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,0,72.86,466.09744864215,0,41,Motors_Started,
500,2023-12-22 19:56:32,38.7215257236917,-121.169326138873,0,,,466.09744864215,0.328084,0,0.059202101632,0.09271981924,16,5,0,466.09744864215,0,0,0.061225723744,0,0,0,325.9, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,0,72.86,466.09744864215,0,41,Motors_Started,
600,2023-12-22 19:56:32,38.7215257705701,-121.16932620308,0,,,466.09744864215,0.328084,0,0.062498689664,0.117751316104,16,5,0,466.09744864215,0,0,0.062498689664,0,0,0,325.9, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,0,72.86,466.09744864215,0,41,Motors_Started,
700,2023-12-22 19:56:32,38.721525887449,-121.169326238909,0,,,466.09744864215,0.328084,0,0.066913716052,0.161597446116,16,5,0,466.09744864215,0,0,0.066913716052,0,0,0,325.9, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,0,72.86,466.09744864215,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 15. Setting new Maximum Flight Altitude to 500m (1640 ft)"
800,2023-12-22 19:56:32,38.7215259046195,-121.169326255,0,,,466.09744864215,0.328084,0,0.072855317292,0.169357945052,16,5,0,466.09744864215,0,0,0.072855317292,0,0,0,325.9, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,0,72.86,466.09744864215,0,41,Motors_Started,
900,2023-12-22 19:56:33,38.7215259501093,-121.169326253242,0,,,466.09744864215,0.328084,0,0.078561026136,0.185962276292,16,5,0,466.09744864215,0,0,0.078561026136,0,0,0,325.9, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,0,72.86,466.09744864215,0,41,Motors_Started,
1000,2023-12-22 19:56:33,38.7215260031286,-121.169326250518,0,,,466.09744864215,0.328084,0,0.088589569764,0.205321856964,16,5,0,466.09744864215,0,0,0.088589569764,0,0,0,326, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,0,72.86,466.09744864215,0,41,Motors_Started,
1100,2023-12-22 19:56:33,38.7215260582987,-121.169326252497,0,,,466.09744864215,0.328084,0,0.102842194892,0.225458668632,16,5,8.626,466.09744864215,0,0,0.102842194892,0,0,0,325.9, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,1.165,72.86,466.09744864215,0,11,AutoTakeoff,
1200,2023-12-22 19:56:33,38.721526069802,-121.169326296996,0,,,466.09744864215,0.328084,0,0.11467191968,0.23880250108,16,5,8.626,466.09744864215,0,0,0.11467191968,0,0,0,325.9, 2.6, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,1.165,72.86,466.09744864215,0,11,AutoTakeoff,
1300,2023-12-22 19:56:33,38.7215261056371,-121.169326315773,0,,,466.09744864215,0.328084,0,0.127753284928,0.252927173448,16,5,8.626,466.09744864215,0,0,0.127753284928,0,0,0,325.9, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,1.165,72.86,466.09744864215,0,11,AutoTakeoff,
1400,2023-12-22 19:56:33,38.7215261514511,-121.169326327271,0,,,466.09744864215,0.328084,0,0.142471133168,0.269959982392,16,5,8.626,466.09744864215,0,0,0.142471133168,0,0,0,325.9, 2.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,1.165,72.86,466.09744864215,0,11,AutoTakeoff,
1500,2023-12-22 19:56:33,38.7215261673452,-121.169326324774,0,,,466.09744864215,0.328084,0,0.146552826212,0.27580217418,16,5,8.626,466.09744864215,0,0,0.146552826212,0,0,0,325.8, 2.3, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,1.165,72.86,466.09744864215,0,11,AutoTakeoff,
1600,2023-12-22 19:56:33,38.7215261661531,-121.169326238502,0,,,466.09744864215,0.328084,0,0.132520673532,0.300363526672,16,5,8.626,466.09744864215,0,0,0.146552826212,0,0,0,325.4, -0.2, -0.5,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,1.165,72.86,466.09744864215,0,11,AutoTakeoff,
1700,2023-12-22 19:56:33,38.7215261566096,-121.169326247371,0,,,466.09744864215,0.328084,0,0.130796920196,0.304664379828,16,5,8.626,466.09744864215,0,0,0.146552826212,0,0,-0.223694,325.2, 0, -1,0,1,1024,1024,1024,1024,0,0,0,0,312.4,0,0,99,4.311,4.308,0,0,0,0,1.165,72.86,466.09744864215,0,11,AutoTakeoff,"Home Point updated. RTH altitude adjusted to 100 m (Code: 120852)"
1800,2023-12-22 19:56:33,38.7215261382573,-121.169326265157,0,,,466.09744864215,0.328084,0,0.12794291748,0.313059065136,16,5,8.626,466.09744864215,0,0,0.146552826212,0,0,-0.671082,325.1, -0.3, -0.7,0,1,1024,1024,1024,1024,0,0,0,0,312.3,0,0,99,4.311,4.308,0,0,0,0,1.165,72.86,466.09744864215,0,11,AutoTakeoff,
1900,2023-12-22 19:56:34,38.7215261204649,-121.169326257258,0,,,466.09744864215,0.656168,0,0.121342851652,0.319928816012,16,5,8.626,466.09744864215,0,0,0.146552826212,0,0,-0.894776,324.9, 0.1, -0.4,0,1,1024,1024,1024,1024,0,0,0,0,312.3,0,0,99,4.311,4.308,0,0,0,0,1.165,72.86,466.09744864215,0,11,AutoTakeoff,
2000,2023-12-22 19:56:34,38.7215260377752,-121.169326270475,0.328084,,,466.42553264215,0.656168,0,0.101154530796,0.35033137604,16,5,8.626,466.42553264215,0.328084,0,0.146552826212,0,0,-1.11847,324.8, 0.6, -0.7,0,1,1024,1024,1024,1024,0,0,0,0,312.3,0,0,99,4.311,4.308,0,0,0,0,1.165,72.86,466.42553264215,0.328084,11,AutoTakeoff,
2100,2023-12-22 19:56:34,38.7215259725173,-121.16932623707,0.328084,,,466.42553264215,0.656168,0,0.078833335856,0.37597114064,16,5,8.626,466.42553264215,0.328084,0,0.146552826212,0,0,-1.342164,325.1, 0.2, -0.6,0,1,1024,1024,1024,1024,0,0,0,0,312.3,0,0,99,4.311,4.308,0,0,0,0,1.165,72.86,466.42553264215,0.328084,11,AutoTakeoff,
2200,2023-12-22 19:56:34,38.7215258740614,-121.169326185263,0.656168,,,466.75361664215,0.984252,0,0.050997705044,0.41479988204,16,5,8.552,466.75361664215,0.656168,0,0.146552826212,0,0,-1.565858,325.1, -0.4, -0.3,0,1,1024,1024,1024,1024,0,0,0,0,312.3,0,0,99,4.244,4.236,0,0,0,0,2.223,72.86,466.75361664215,0.656168,11,AutoTakeoff,
2300,2023-12-22 19:56:34,38.7215258409421,-121.169326167713,0.984252,,,467.08170064215,1.312336,0,0.045384843972,0.42787731028,16,5,8.552,467.08170064215,0.984252,0,0.146552826212,0,0,-1.789552,325.1, -1.2, -0.4,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.244,4.236,0,0,0,0,2.223,72.86,467.08170064215,0.984252,11,AutoTakeoff,
2400,2023-12-22 19:56:34,38.7215258252402,-121.169326204981,1.312336,,,467.40978464215,1.64042,0,0.056606301024,0.43993111644,16,5,8.552,467.40978464215,1.312336,0,0.146552826212,0,0,-2.013246,325.2, -1.6, -0.6,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.244,4.236,0,0,0,0,2.223,72.86,467.40978464215,1.312336,11,AutoTakeoff,
2500,2023-12-22 19:56:34,38.7215258548126,-121.169326131938,1.64042,,,467.73786864215,1.968504,0,0.035112862016,0.46335631404,16,5,8.552,467.73786864215,1.64042,0,0.146552826212,0,0,-2.013246,325.2, -1.5, -0.6,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.244,4.236,0,0,0,0,2.223,72.86,467.73786864215,1.64042,11,AutoTakeoff,
2600,2023-12-22 19:56:34,38.7215258998508,-121.169326034687,1.968504,,,468.06595264215,2.296588,0,0.019545276216,0.49555119696,16,5,8.552,468.06595264215,1.968504,0,0.146552826212,0,0,-2.23694,325.1, -1.5, -0.6,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.244,4.236,0,0,0,0,2.223,72.86,468.06595264215,1.968504,11,AutoTakeoff,
2700,2023-12-22 19:56:34,38.7215258189133,-121.169325928545,2.296588,,,468.39403664215,2.624672,0,0.0255278223392,0.53779857364,16,5,8.552,468.39403664215,2.296588,0,0.146552826212,0,0,-2.23694,325, -1.6, -0.7,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.244,4.236,0,0,0,0,2.223,72.86,468.39403664215,2.296588,11,AutoTakeoff,
2800,2023-12-22 19:56:34,38.7215256094521,-121.169325690982,2.624672,,,468.72212064215,2.952756,0,0.126093179888,0.63984254016,16,5,8.552,468.72212064215,2.624672,0,0.146552826212,0,0,-2.23694,325, -1.4, -1.2,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.244,4.236,0,0,0,0,2.223,72.86,468.72212064215,2.624672,6,P-GPS,
2900,2023-12-22 19:56:34,38.7215255399379,-121.169325602836,2.952756,,,469.05020464215,3.28084,0,0.161764112788,0.67551839432,16,5,8.552,469.05020464215,2.952756,0,0.161764112788,0,0,-2.013246,325.3, -1.2, -1.8,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.244,4.236,0,0,0,0,2.223,72.86,469.05020464215,2.952756,6,P-GPS,
3000,2023-12-22 19:56:35,38.7215254784649,-121.169325520558,3.28084,,,469.37828864215,3.28084,0,0.194190294928,0.70794621688,16,5,8.552,469.37828864215,3.28084,0,0.194190294928,0,0,-1.565858,325.8, -1.4, -1.7,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.244,4.236,0,0,0,0,2.223,72.86,469.37828864215,3.28084,6,P-GPS,
3100,2023-12-22 19:56:35,38.7215254717879,-121.169325385539,3.28084,,,469.37828864215,3.608924,0,0.224800204044,0.7464567168,16,5,8.552,469.37828864215,3.28084,0,0.224800204044,0,0,-1.11847,326.4, -1.6, -1.7,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.244,4.236,0,0,0,0,2.223,72.86,469.37828864215,3.28084,6,P-GPS,
3200,2023-12-22 19:56:35,38.7215254821411,-121.169325225975,3.608924,,,469.70637264215,3.608924,0,0.26016076948,0.79203414608,16,5,8.447,469.70637264215,3.608924,0,0.26016076948,0,0,-0.671082,327, -1.5, -1.9,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.223,4.218,0,0,0,0,4.724,73.04,469.70637264215,3.608924,6,P-GPS,
3300,2023-12-22 19:56:35,38.7215254038321,-121.169325054752,3.608924,,,469.70637264215,3.937008,0,0.31665355344,0.84853021088,16,5,8.447,469.70637264215,3.608924,0,0.31665355344,0,0,-0.223694,327.6, -1.5, -2.2,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.223,4.218,0,0,0,0,4.724,73.04,469.70637264215,3.608924,6,P-GPS,
3400,2023-12-22 19:56:35,38.7215252903385,-121.169324876855,3.608924,,,469.70637264215,3.937008,0,0.3814960752,0.9139435988,16,5,8.447,469.70637264215,3.608924,0,0.3814960752,0,0,0,328.3, -1.7, -2.6,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.223,4.218,0,0,0,0,4.724,73.04,469.70637264215,3.608924,6,P-GPS,
3500,2023-12-22 19:56:35,38.7215251885203,-121.169324871208,3.608924,,,469.70637264215,3.937008,0,0.40390093156,0.95112863936,16,5,8.447,469.70637264215,3.608924,0,0.40390093156,0,0,0,329, -1.8, -2.5,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.223,4.218,0,0,0,0,4.724,73.04,469.70637264215,3.608924,6,P-GPS,
3600,2023-12-22 19:56:35,38.7215250875099,-121.169324920944,3.608924,,,469.70637264215,3.937008,0,0.41631891096,0.99060698708,16,5,8.447,469.70637264215,3.608924,0,0.41631891096,0,0,0,329.6, -2, -2.4,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.223,4.218,0,0,0,0,4.724,73.04,469.70637264215,3.608924,6,P-GPS,
3700,2023-12-22 19:56:35,38.7215248312917,-121.169324933216,3.608924,,,469.70637264215,3.937008,0,0.48160106528,1.084153578,16,5,8.447,469.70637264215,3.608924,0,0.48160106528,0,0,0,330.2, -2, -2.2,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.223,4.218,0,0,0,0,4.724,73.04,469.70637264215,3.608924,6,P-GPS,
3800,2023-12-22 19:56:35,38.7215246970119,-121.169324846859,3.608924,,,469.70637264215,3.937008,0,0.53518374416,1.13896657188,16,5,8.447,469.70637264215,3.608924,0,0.53518374416,0,0,0,330.9, -2.6, -1.6,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.223,4.218,0,0,0,0,4.724,73.04,469.70637264215,3.608924,6,P-GPS,
3900,2023-12-22 19:56:36,38.7215246152754,-121.169324864763,3.608924,,,469.70637264215,3.937008,0,0.55593177632,1.16921919752,16,5,8.447,469.70637264215,3.608924,0,0.55593177632,0,0,0,331.4, -2.6, -1.8,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.223,4.218,0,0,0,0,4.724,73.04,469.70637264215,3.608924,6,P-GPS,
4000,2023-12-22 19:56:36,38.7215245516785,-121.169324920972,3.608924,,,469.70637264215,3.937008,0,0.56599083176,1.19740489396,16,5,8.447,469.70637264215,3.608924,0,0.56599083176,0,0,0,331.9, -2.6, -2.1,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.223,4.218,0,0,0,0,4.724,73.04,469.70637264215,3.608924,6,P-GPS,
4100,2023-12-22 19:56:36,38.7215246079796,-121.169325001063,3.608924,,,469.70637264215,3.937008,0,0.53638125076,1.22809387132,16,5,8.447,469.70637264215,3.608924,0,0.56599083176,0,0,0,332.3, -2.2, -2.2,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.223,4.218,0,0,0,0,4.724,73.04,469.70637264215,3.608924,6,P-GPS,
4200,2023-12-22 19:56:36,38.7215245804324,-121.169325020452,3.608924,,,469.70637264215,3.937008,0,0.54201445304,1.23956040712,16,5,8.468,469.70637264215,3.608924,0,0.56599083176,0,0,0,332.7, -2.3, -2,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.227,4.225,0,0,0,0,3.646,73.04,469.70637264215,3.608924,6,P-GPS,
4300,2023-12-22 19:56:36,38.7215245216578,-121.169325091147,3.608924,,,469.70637264215,3.937008,0,0.55062993888,1.26896657604,16,5,8.468,469.70637264215,3.608924,0,0.56599083176,0,0,0,333.1, -2.3, -1.2,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.227,4.225,0,0,0,0,3.646,73.04,469.70637264215,3.608924,6,P-GPS,
4400,2023-12-22 19:56:36,38.7215244470347,-121.169325191234,3.608924,,,469.70637264215,3.937008,0,0.5623687844,1.30837274528,16,5,8.468,469.70637264215,3.608924,0,0.56599083176,0,0,0,333.5, -2.5, -0.6,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.227,4.225,0,0,0,0,3.646,73.04,469.70637264215,3.608924,6,P-GPS,
4500,2023-12-22 19:56:36,38.7215243986956,-121.169325200091,3.608924,,,469.70637264215,3.937008,0,0.5774606484,1.32619098732,16,5,8.468,469.70637264215,3.608924,0,0.5774606484,0,0,0,333.8, -2.6, -0.5,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.227,4.225,0,0,0,0,3.646,73.04,469.70637264215,3.608924,6,P-GPS,
4600,2023-12-22 19:56:36,38.7215243483229,-121.169325251451,3.608924,,,469.70637264215,3.937008,0,0.58885500572,1.34967524004,16,5,8.468,469.70637264215,3.608924,0,0.58885500572,0,0,0,334.1, -2.9, -0.4,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.227,4.225,0,0,0,0,3.646,73.04,469.70637264215,3.608924,6,P-GPS,
4700,2023-12-22 19:56:36,38.7215243081867,-121.169325299351,3.608924,,,469.70637264215,3.937008,0,0.59776248632,1.36968180236,16,5,8.468,469.70637264215,3.608924,0,0.59776248632,0,0,0,334.3, -3, -0.4,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.227,4.225,0,0,0,0,3.646,73.04,469.70637264215,3.608924,6,P-GPS,
4800,2023-12-22 19:56:36,38.7215242779196,-121.16932535547,3.608924,,,469.70637264215,3.937008,0,0.6030512004,1.38910437516,17,5,8.468,469.70637264215,3.608924,0,0.6030512004,0,0,0,334.6, -2.8, -0.5,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.227,4.225,0,0,0,0,3.646,73.04,469.70637264215,3.608924,6,P-GPS,
4900,2023-12-22 19:56:37,38.7215242260476,-121.169325422737,3.608924,,,469.70637264215,3.937008,0,0.61562009844,1.41602366736,17,5,8.468,469.70637264215,3.608924,0,0.61562009844,0,0,0,334.9, -2.5, -0.7,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.227,4.225,0,0,0,0,3.646,73.04,469.70637264215,3.608924,6,P-GPS,
5000,2023-12-22 19:56:37,38.7215241171991,-121.169325426922,3.608924,,,469.70637264215,3.937008,0,0.65363519152,1.4557579206,17,5,8.468,469.70637264215,3.608924,0,0.65363519152,0,0,0,335.2, -2.3, -0.7,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.227,4.225,0,0,0,0,3.646,73.04,469.70637264215,3.608924,6,P-GPS,
5100,2023-12-22 19:56:37,38.7215241299421,-121.169325549413,3.608924,,,469.70637264215,3.937008,0,0.64112862944,1.49093180624,17,5,8.468,469.70637264215,3.608924,0,0.65363519152,0,0,0,335.5, -2.2, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.227,4.225,0,0,0,0,3.646,73.04,469.70637264215,3.608924,6,P-GPS,
5200,2023-12-22 19:56:37,38.7215241667376,-121.169325690428,3.608924,,,469.70637264215,3.937008,0,0.62087928496,1.53325792308,17,5,8.449,469.70637264215,3.608924,0,0.65363519152,0,0,0,335.7, -1.8, 0.3,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.225,4.221,0,0,0,0,4.042,73.04,469.70637264215,3.608924,6,P-GPS,
5300,2023-12-22 19:56:37,38.7215241826613,-121.169325786773,3.608924,,,469.70637264215,3.937008,0,0.61169293296,1.56129270088,17,5,8.449,469.70637264215,3.608924,0,0.65363519152,0,0,0,335.9, -1.8, 0,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.225,4.221,0,0,0,0,4.042,73.04,469.70637264215,3.608924,6,P-GPS,
5400,2023-12-22 19:56:37,38.7215242767736,-121.169325893275,3.608924,,,469.70637264215,3.937008,0,0.57502298428,1.60709650812,17,5,8.449,469.70637264215,3.608924,0,0.65363519152,0,0,0,336, -1.7, -0.4,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.225,4.221,0,0,0,0,4.042,73.04,469.70637264215,3.608924,6,P-GPS,
5500,2023-12-22 19:56:37,38.721524286471,-121.169325983705,3.608924,,,469.70637264215,3.937008,0,0.57059056944,1.63308076092,17,5,8.449,469.70637264215,3.608924,0,0.65363519152,0,0,0,336.3, -1.7, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.225,4.221,0,0,0,0,4.042,73.04,469.70637264215,3.608924,6,P-GPS,
5600,2023-12-22 19:56:37,38.721524296354,-121.169326078987,3.608924,,,469.70637264215,3.937008,0,0.56729332524,1.66043968568,17,5,8.449,469.70637264215,3.608924,0,0.65363519152,0,0,0,336.4, -1.8, 0,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.225,4.221,0,0,0,0,4.042,73.04,469.70637264215,3.608924,6,P-GPS,
5700,2023-12-22 19:56:37,38.7215242645969,-121.169326153104,3.608924,,,469.70637264215,3.937008,0,0.5799868952,1.68451120876,17,5,8.449,469.70637264215,3.608924,0,0.65363519152,0,0,0,336.5, -1.6, -0.5,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.225,4.221,0,0,0,0,4.042,73.04,469.70637264215,3.608924,6,P-GPS,
5800,2023-12-22 19:56:37,38.7215241615652,-121.169326223523,3.608924,,,469.70637264215,3.937008,0,0.6191437206,1.72711291616,17,5,8.449,469.70637264215,3.608924,0,0.65363519152,0,0,0,336.8, -1.6, -0.5,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.225,4.221,0,0,0,0,4.042,73.04,469.70637264215,3.608924,6,P-GPS,
5900,2023-12-22 19:56:38,38.7215241700592,-121.169326267341,3.608924,,,469.70637264215,3.937008,0,0.61742456044,1.73996396644,17,5,8.449,469.70637264215,3.608924,0,0.65363519152,0,0,0,337, -1.7, -0.4,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.225,4.221,0,0,0,0,4.042,73.04,469.70637264215,3.608924,6,P-GPS,
6000,2023-12-22 19:56:38,38.7215241947371,-121.169326308718,3.608924,,,469.70637264215,3.937008,0,0.6100229854,1.7547900824,17,5,8.449,469.70637264215,3.608924,0,0.65363519152,0,0,0,337.1, -1.6, -0.3,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.225,4.221,0,0,0,0,4.042,73.04,469.70637264215,3.608924,6,P-GPS,
6100,2023-12-22 19:56:38,38.7215242086802,-121.16932634646,3.608924,,,469.70637264215,3.937008,0,0.6065945076,1.76667656572,17,5,8.449,469.70637264215,3.608924,0,0.65363519152,0,0,0,337.2, -1.2, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.225,4.221,0,0,0,0,4.042,73.04,469.70637264215,3.608924,6,P-GPS,
6200,2023-12-22 19:56:38,38.7215243058857,-121.169326263254,3.608924,,,469.70637264215,3.937008,0,0.56810369272,1.80932420488,17,5,8.442,469.70637264215,3.608924,0,0.65363519152,0,0,0,337.3, -1.2, 0,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.22,4.217,0,0,0,0,4.044,73.04,469.70637264215,3.608924,6,P-GPS,
6300,2023-12-22 19:56:38,38.7215243826652,-121.169326298044,3.608924,,,469.70637264215,3.937008,0,0.54174542416,1.83903549192,17,5,8.442,469.70637264215,3.608924,0,0.65363519152,0,0,0,337.4, -1.1, -0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.22,4.217,0,0,0,0,4.044,73.04,469.70637264215,3.608924,6,P-GPS,
6400,2023-12-22 19:56:38,38.721524478883,-121.169326327754,3.608924,,,469.70637264215,3.937008,0,0.50852035748,1.87514441696,17,5,8.442,469.70637264215,3.608924,0,0.65363519152,0,0,0,337.6, -1.1, 0.2,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.22,4.217,0,0,0,0,4.044,73.04,469.70637264215,3.608924,6,P-GPS,
6500,2023-12-22 19:56:38,38.7215245578345,-121.169326381266,3.608924,,,469.70637264215,3.937008,0,0.4833169446,1.90772971984,17,5,8.442,469.70637264215,3.608924,0,0.65363519152,0,0,0,337.6, -1.2, 0.1,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.22,4.217,0,0,0,0,4.044,73.04,469.70637264215,3.608924,6,P-GPS,
6600,2023-12-22 19:56:38,38.721524634156,-121.169326435224,3.608924,,,469.70637264215,3.937008,0,0.46000329556,1.93953090196,17,5,8.442,469.70637264215,3.608924,0,0.65363519152,0,0,0,337.6, -1.2, -0.4,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.22,4.217,0,0,0,0,4.044,73.04,469.70637264215,3.608924,6,P-GPS,
6700,2023-12-22 19:56:38,38.7215247834896,-121.169326466063,3.608924,,,469.70637264215,3.937008,0,0.41040355644,1.9947179116,17,5,8.442,469.70637264215,3.608924,0,0.65363519152,0,0,0,337.7, -1.1, -0.9,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.22,4.217,0,0,0,0,4.044,73.04,469.70637264215,3.608924,6,P-GPS,
6800,2023-12-22 19:56:38,38.7215249545552,-121.169326498049,3.608924,,,469.70637264215,3.937008,0,0.35524279352,2.0577920606,17,5,8.442,469.70637264215,3.608924,0,0.65363519152,0,0,0,337.9, -1.2, -0.8,0,1,1024,1024,1024,1024,0,0,0,0,312.2,0,0,99,4.22,4.217,0,0,0,0,4.044,73.04,469.70637264215,3.608924,6,P-GPS,
