Frame,URL,Minutes,Seconds,Frames,Date,HH,MM,SS,Zone,Track,Mode,VIC,COA-A,IR,15 -Zoom,Auto,?Dist,DFLT,AUTO,Analogue,Analogue,Analogue,,,,,Lat Deg,Lat Min,Lat Sec,Lat NS,Lon Deg,Lon Min,Lon Sec,Lon EW,Heading,36 - Altitude,37-TGT Alt,TGT Heading,TGT Dist NM,OFF,NONE,TGT,LOS,Tlat Deg,Tlat Min,Tlat Sec,Tlat NA,Tlon Deg,Tlon Min,Tlon Sec,Tlon EW,Time Sec,53 Lat,54 Lon,55 Tlat,56 Tlon
6630,http://prrr.isaackoi.com/frames/frame06630.png,3,40,29,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,39,N,67,6,7,W,,4350,0,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,220.9666667,18.39416667,-67.10194444,18.51083333,-67.13472222
6631,http://prrr.isaackoi.com/frames/frame06631.png,3,41,0,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,39,N,67,6,7,W,,4350,0,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221,18.39416667,-67.10194444,18.51083333,-67.13472222
6632,http://prrr.isaackoi.com/frames/frame06632.png,3,41,1,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,39,N,67,6,7,W,,4350,0,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.0333333,18.39416667,-67.10194444,18.51083333,-67.13472222
6633,http://prrr.isaackoi.com/frames/frame06633.png,3,41,2,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,39,N,67,6,7,W,,4350,0,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.0666667,18.39416667,-67.10194444,18.51083333,-67.13472222
6634,http://prrr.isaackoi.com/frames/frame06634.png,3,41,3,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,39,N,67,6,7,W,,4350,0,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.1,18.39416667,-67.10194444,18.51083333,-67.13472222
6635,http://prrr.isaackoi.com/frames/frame06635.png,3,41,4,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,39,N,67,6,7,W,,4350,0,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.1333333,18.39416667,-67.10194444,18.51083333,-67.13472222
6636,http://prrr.isaackoi.com/frames/frame06636.png,3,41,5,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4353,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.1666667,18.39388889,-67.10166667,18.51083333,-67.13472222
6637,http://prrr.isaackoi.com/frames/frame06637.png,3,41,6,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4353,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.2,18.39388889,-67.10166667,18.51083333,-67.13472222
6638,http://prrr.isaackoi.com/frames/frame06638.png,3,41,7,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4353,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.2333333,18.39388889,-67.10166667,18.51083333,-67.13472222
6639,http://prrr.isaackoi.com/frames/frame06639.png,3,41,8,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4353,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.2666667,18.39388889,-67.10166667,18.51083333,-67.13472222
6640,http://prrr.isaackoi.com/frames/frame06640.png,3,41,9,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4353,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.3,18.39388889,-67.10166667,18.51083333,-67.13472222
6641,http://prrr.isaackoi.com/frames/frame06641.png,3,41,10,26-Apr-13,1,25,48,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4353,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.3333333,18.39388889,-67.10166667,18.51083333,-67.13472222
6642,http://prrr.isaackoi.com/frames/frame06642.png,3,41,11,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4356,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.3666667,18.39388889,-67.10166667,18.51083333,-67.13472222
6643,http://prrr.isaackoi.com/frames/frame06643.png,3,41,12,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4356,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.4,18.39388889,-67.10166667,18.51083333,-67.13472222
6644,http://prrr.isaackoi.com/frames/frame06644.png,3,41,13,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4356,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.4333333,18.39388889,-67.10166667,18.51083333,-67.13472222
6645,http://prrr.isaackoi.com/frames/frame06645.png,3,41,14,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4356,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.4666667,18.39388889,-67.10166667,18.51083333,-67.13472222
6646,http://prrr.isaackoi.com/frames/frame06646.png,3,41,15,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4356,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.5,18.39388889,-67.10166667,18.51083333,-67.13472222
6647,http://prrr.isaackoi.com/frames/frame06647.png,3,41,16,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,6,W,,4356,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.5333333,18.39388889,-67.10166667,18.51083333,-67.13472222
6648,http://prrr.isaackoi.com/frames/frame06648.png,3,41,17,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,38,N,67,6,5,W,,4356,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.5666667,18.39388889,-67.10138889,18.51083333,-67.13472222
6649,http://prrr.isaackoi.com/frames/frame06649.png,3,41,18,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4359,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.6,18.39361111,-67.10138889,18.51083333,-67.13472222
6650,http://prrr.isaackoi.com/frames/frame06650.png,3,41,19,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4359,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.6333333,18.39361111,-67.10138889,18.51083333,-67.13472222
6651,http://prrr.isaackoi.com/frames/frame06651.png,3,41,20,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4359,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.6666667,18.39361111,-67.10138889,18.51083333,-67.13472222
6652,http://prrr.isaackoi.com/frames/frame06652.png,3,41,21,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4359,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.7,18.39361111,-67.10138889,18.51083333,-67.13472222
6653,http://prrr.isaackoi.com/frames/frame06653.png,3,41,22,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4359,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.7333333,18.39361111,-67.10138889,18.51083333,-67.13472222
6654,http://prrr.isaackoi.com/frames/frame06654.png,3,41,23,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4359,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.7666667,18.39361111,-67.10138889,18.51083333,-67.13472222
6655,http://prrr.isaackoi.com/frames/frame06655.png,3,41,24,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4362,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.8,18.39361111,-67.10138889,18.51083333,-67.13472222
6656,http://prrr.isaackoi.com/frames/frame06656.png,3,41,25,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4362,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.8333333,18.39361111,-67.10138889,18.51083333,-67.13472222
6657,http://prrr.isaackoi.com/frames/frame06657.png,3,41,26,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4362,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.8666667,18.39361111,-67.10138889,18.51083333,-67.13472222
6658,http://prrr.isaackoi.com/frames/frame06658.png,3,41,27,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4362,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.9,18.39361111,-67.10138889,18.51083333,-67.13472222
6659,http://prrr.isaackoi.com/frames/frame06659.png,3,41,28,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4362,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.9333333,18.39361111,-67.10138889,18.51083333,-67.13472222
6660,http://prrr.isaackoi.com/frames/frame06660.png,3,41,29,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,37,N,67,6,5,W,,4362,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,221.9666667,18.39361111,-67.10138889,18.51083333,-67.13472222
6661,http://prrr.isaackoi.com/frames/frame06661.png,3,42,0,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4366,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222,18.39333333,-67.10111111,18.51083333,-67.13472222
6662,http://prrr.isaackoi.com/frames/frame06662.png,3,42,1,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4366,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.0333333,18.39333333,-67.10111111,18.51083333,-67.13472222
6663,http://prrr.isaackoi.com/frames/frame06663.png,3,42,2,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4366,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.0666667,18.39333333,-67.10111111,18.51083333,-67.13472222
6664,http://prrr.isaackoi.com/frames/frame06664.png,3,42,3,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4366,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.1,18.39333333,-67.10111111,18.51083333,-67.13472222
6665,http://prrr.isaackoi.com/frames/frame06665.png,3,42,4,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4366,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.1333333,18.39333333,-67.10111111,18.51083333,-67.13472222
6666,http://prrr.isaackoi.com/frames/frame06666.png,3,42,5,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4366,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.1666667,18.39333333,-67.10111111,18.51083333,-67.13472222
6667,http://prrr.isaackoi.com/frames/frame06667.png,3,42,6,26-Apr-13,1,25,49,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4366,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.2,18.39333333,-67.10111111,18.51083333,-67.13472222
6668,http://prrr.isaackoi.com/frames/frame06668.png,3,42,7,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4369,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.2333333,18.39333333,-67.10111111,18.51083333,-67.13472222
6669,http://prrr.isaackoi.com/frames/frame06669.png,3,42,8,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4369,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.2666667,18.39333333,-67.10111111,18.51083333,-67.13472222
6670,http://prrr.isaackoi.com/frames/frame06670.png,3,42,9,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4369,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.3,18.39333333,-67.10111111,18.51083333,-67.13472222
6671,http://prrr.isaackoi.com/frames/frame06671.png,3,42,10,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4369,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.3333333,18.39333333,-67.10111111,18.51083333,-67.13472222
6672,http://prrr.isaackoi.com/frames/frame06672.png,3,42,11,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4369,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.3666667,18.39333333,-67.10111111,18.51083333,-67.13472222
6673,http://prrr.isaackoi.com/frames/frame06673.png,3,42,12,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,36,N,67,6,4,W,,4369,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.4,18.39333333,-67.10111111,18.51083333,-67.13472222
6674,http://prrr.isaackoi.com/frames/frame06674.png,3,42,13,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,4,W,,4369,3,,7.3,OFF,NONE,TGT,LOS,18,30,39,N,67,8,5,W,222.4333333,18.39305556,-67.10111111,18.51083333,-67.13472222
6675,http://prrr.isaackoi.com/frames/frame06675.png,3,42,14,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,4,W,,4372,3,,7.3,OFF,NONE,TGT,LOS,18,30,38,N,67,8,5,W,222.4666667,18.39305556,-67.10111111,18.51055556,-67.13472222
6676,http://prrr.isaackoi.com/frames/frame06676.png,3,42,15,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,4,W,,4372,3,,7.3,OFF,NONE,TGT,LOS,18,30,38,N,67,8,5,W,222.5,18.39305556,-67.10111111,18.51055556,-67.13472222
6677,http://prrr.isaackoi.com/frames/frame06677.png,3,42,16,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,4,W,,4372,3,,7.3,OFF,NONE,TGT,LOS,18,30,38,N,67,8,5,W,222.5333333,18.39305556,-67.10111111,18.51055556,-67.13472222
6678,http://prrr.isaackoi.com/frames/frame06678.png,3,42,17,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,4,W,,4372,3,,7.3,OFF,NONE,TGT,LOS,18,30,38,N,67,8,5,W,222.5666667,18.39305556,-67.10111111,18.51055556,-67.13472222
6679,http://prrr.isaackoi.com/frames/frame06679.png,3,42,18,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,4,W,,4372,3,,7.3,OFF,NONE,TGT,LOS,18,30,38,N,67,8,5,W,222.6,18.39305556,-67.10111111,18.51055556,-67.13472222
6680,http://prrr.isaackoi.com/frames/frame06680.png,3,42,19,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,3,W,,4372,3,,7.3,OFF,NONE,TGT,LOS,18,30,38,N,67,8,3,W,222.6333333,18.39305556,-67.10083333,18.51055556,-67.13416667
6681,http://prrr.isaackoi.com/frames/frame06681.png,3,42,20,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,3,W,,4375,3,,7.3,OFF,NONE,TGT,LOS,18,30,36,N,67,8,3,W,222.6666667,18.39305556,-67.10083333,18.51,-67.13416667
6682,http://prrr.isaackoi.com/frames/frame06682.png,3,42,21,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,3,W,,4375,3,,7.3,OFF,NONE,TGT,LOS,18,30,36,N,67,8,3,W,222.7,18.39305556,-67.10083333,18.51,-67.13416667
6683,http://prrr.isaackoi.com/frames/frame06683.png,3,42,22,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,3,W,,4375,3,,7.3,OFF,NONE,TGT,LOS,18,30,36,N,67,8,3,W,222.7333333,18.39305556,-67.10083333,18.51,-67.13416667
6684,http://prrr.isaackoi.com/frames/frame06684.png,3,42,23,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,3,W,,4375,3,,7.3,OFF,NONE,TGT,LOS,18,30,36,N,67,8,3,W,222.7666667,18.39305556,-67.10083333,18.51,-67.13416667
6685,http://prrr.isaackoi.com/frames/frame06685.png,3,42,24,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,3,W,,4375,3,,7.3,OFF,NONE,TGT,LOS,18,30,36,N,67,8,3,W,222.8,18.39305556,-67.10083333,18.51,-67.13416667
6686,http://prrr.isaackoi.com/frames/frame06686.png,3,42,25,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,35,N,67,6,3,W,,4375,3,,7.3,OFF,NONE,TGT,LOS,18,30,36,N,67,8,3,W,222.8333333,18.39305556,-67.10083333,18.51,-67.13416667
6687,http://prrr.isaackoi.com/frames/frame06687.png,3,42,26,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,34,N,67,6,3,W,,4378,3,,7.3,OFF,NONE,TGT,LOS,18,30,36,N,67,8,2,W,222.8666667,18.39277778,-67.10083333,18.51,-67.13388889
6688,http://prrr.isaackoi.com/frames/frame06688.png,3,42,27,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,34,N,67,6,3,W,,4378,3,,7.3,OFF,NONE,TGT,LOS,18,30,36,N,67,8,2,W,222.9,18.39277778,-67.10083333,18.51,-67.13388889
6689,http://prrr.isaackoi.com/frames/frame06689.png,3,42,28,26-Apr-13,1,25,50,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,23,34,N,67,6,3,W,,4378,3,,7.3,OFF,NONE,TGT,LOS,18,30,36,N,67,8,2,W,222.9333333,18.39277778,-67.10083333,18.51,-67.13388889
