Frame,URL,Minutes,Seconds,Frames,Date,HH,MM,SS,Zone,Track,Mode,VIC,COA-A,IR,15 -Zoom,Auto,?Dist,DFLT,AUTO,Analogue,Analogue,Analogue,,,,,Lat Deg,Lat Min,Lat Sec,Lat NS,Lon Deg,Lon Min,Lon Sec,Lon EW,Heading,36 - Altitude,37-TGT Alt,TGT Heading,TGT Dist NM,OFF,NONE,TGT,LOS,Tlat Deg,Tlat Min,Tlat Sec,Tlat NA,Tlon Deg,Tlon Min,Tlon Sec,Tlon EW,Time Sec,53 Lat,54 Lon,55 Tlat,56 Tlon
1877,http://prrr.isaackoi.com/frames/frame01877.png,1,2,16,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,51,N,67,8,40,W,,1864,213,133,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.53333333,18.51416667,-67.14444444,18.49222222,-67.11944444
1878,http://prrr.isaackoi.com/frames/frame01878.png,1,2,17,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,51,N,67,8,40,W,,1864,213,133,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.56666667,18.51416667,-67.14444444,18.49222222,-67.11944444
1879,http://prrr.isaackoi.com/frames/frame01879.png,1,2,18,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,51,N,67,8,40,W,,1864,213,133,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.6,18.51416667,-67.14444444,18.49222222,-67.11944444
1880,http://prrr.isaackoi.com/frames/frame01880.png,1,2,19,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,51,N,67,8,40,W,,1864,213,133,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.63333333,18.51416667,-67.14444444,18.49222222,-67.11944444
1881,http://prrr.isaackoi.com/frames/frame01881.png,1,2,20,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,51,N,67,8,40,W,,1864,213,133,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.66666667,18.51416667,-67.14444444,18.49222222,-67.11944444
1882,http://prrr.isaackoi.com/frames/frame01882.png,1,2,21,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,51,N,67,8,41,W,,1864,213,133,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.7,18.51416667,-67.14472222,18.49222222,-67.11944444
1883,http://prrr.isaackoi.com/frames/frame01883.png,1,2,22,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,51,N,67,8,41,W,,1866,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.73333333,18.51416667,-67.14472222,18.49222222,-67.11944444
1884,http://prrr.isaackoi.com/frames/frame01884.png,1,2,23,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,51,N,67,8,41,W,,1866,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.76666667,18.51416667,-67.14472222,18.49222222,-67.11944444
1885,http://prrr.isaackoi.com/frames/frame01885.png,1,2,24,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,51,N,67,8,41,W,,1866,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.8,18.51416667,-67.14472222,18.49222222,-67.11944444
1886,http://prrr.isaackoi.com/frames/frame01886.png,1,2,25,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,51,N,67,8,41,W,,1866,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.83333333,18.51416667,-67.14472222,18.49222222,-67.11944444
1887,http://prrr.isaackoi.com/frames/frame01887.png,1,2,26,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,51,N,67,8,41,W,,1866,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.86666667,18.51416667,-67.14472222,18.49222222,-67.11944444
1888,http://prrr.isaackoi.com/frames/frame01888.png,1,2,27,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,41,W,,1866,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.9,18.51388889,-67.14472222,18.49222222,-67.11944444
1889,http://prrr.isaackoi.com/frames/frame01889.png,1,2,28,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,42,W,,1869,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.93333333,18.51388889,-67.145,18.49222222,-67.11944444
1890,http://prrr.isaackoi.com/frames/frame01890.png,1,2,29,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,42,W,,1869,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,62.96666667,18.51388889,-67.145,18.49222222,-67.11944444
1891,http://prrr.isaackoi.com/frames/frame01891.png,1,3,0,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,42,W,,1869,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,63,18.51388889,-67.145,18.49222222,-67.11944444
1892,http://prrr.isaackoi.com/frames/frame01892.png,1,3,1,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,42,W,,1869,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,63.03333333,18.51388889,-67.145,18.49222222,-67.11944444
1893,http://prrr.isaackoi.com/frames/frame01893.png,1,3,2,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,42,W,,1869,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,63.06666667,18.51388889,-67.145,18.49222222,-67.11944444
1894,http://prrr.isaackoi.com/frames/frame01894.png,1,3,3,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,42,W,,1869,213,132,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,10,W,63.1,18.51388889,-67.145,18.49222222,-67.11944444
1895,http://prrr.isaackoi.com/frames/frame01895.png,1,3,4,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,43,W,,1872,213,131,2,OFF,NONE,TGT,LOS,18,29,32,N,67,7,9,W,63.13333333,18.51388889,-67.14527778,18.49222222,-67.11916667
1896,http://prrr.isaackoi.com/frames/frame01896.png,1,3,5,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,43,W,,1872,213,131,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.16666667,18.51388889,-67.14527778,18.4925,-67.11916667
1897,http://prrr.isaackoi.com/frames/frame01897.png,1,3,6,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,43,W,,1872,213,131,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.2,18.51388889,-67.14527778,18.4925,-67.11916667
1898,http://prrr.isaackoi.com/frames/frame01898.png,1,3,7,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,43,W,,1872,213,131,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.23333333,18.51388889,-67.14527778,18.4925,-67.11916667
1899,http://prrr.isaackoi.com/frames/frame01899.png,1,3,8,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,43,W,,1872,213,131,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.26666667,18.51388889,-67.14527778,18.4925,-67.11916667
1900,http://prrr.isaackoi.com/frames/frame01900.png,1,3,9,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,50,N,67,8,43,W,,1872,213,131,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.3,18.51388889,-67.14527778,18.4925,-67.11916667
1901,http://prrr.isaackoi.com/frames/frame01901.png,1,3,10,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,43,W,,1872,213,130,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.33333333,18.51361111,-67.14527778,18.4925,-67.11916667
1902,http://prrr.isaackoi.com/frames/frame01902.png,1,3,11,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,43,W,,1875,213,130,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.36666667,18.51361111,-67.14527778,18.4925,-67.11916667
1903,http://prrr.isaackoi.com/frames/frame01903.png,1,3,12,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,43,W,,1875,213,130,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.4,18.51361111,-67.14527778,18.4925,-67.11916667
1904,http://prrr.isaackoi.com/frames/frame01904.png,1,3,13,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,43,W,,1875,213,130,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.43333333,18.51361111,-67.14527778,18.4925,-67.11916667
1905,http://prrr.isaackoi.com/frames/frame01905.png,1,3,14,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,43,W,,1875,213,130,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.46666667,18.51361111,-67.14527778,18.4925,-67.11916667
1906,http://prrr.isaackoi.com/frames/frame01906.png,1,3,15,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,43,W,,1875,213,130,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.5,18.51361111,-67.14527778,18.4925,-67.11916667
1907,http://prrr.isaackoi.com/frames/frame01907.png,1,3,16,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,43,W,,1875,213,130,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.53333333,18.51361111,-67.14527778,18.4925,-67.11916667
1908,http://prrr.isaackoi.com/frames/frame01908.png,1,3,17,26-Apr-13,1,23,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,44,W,,1878,213,130,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.56666667,18.51361111,-67.14555556,18.4925,-67.11916667
1909,http://prrr.isaackoi.com/frames/frame01909.png,1,3,18,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,44,W,,1878,213,130,2,OFF,NONE,TGT,LOS,18,29,33,N,67,7,9,W,63.6,18.51361111,-67.14555556,18.4925,-67.11916667
1910,http://prrr.isaackoi.com/frames/frame01910.png,1,3,19,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,44,W,,1878,213,130,2,OFF,NONE,TGT,LOS,18,29,34,N,67,7,9,W,63.63333333,18.51361111,-67.14555556,18.49277778,-67.11916667
1911,http://prrr.isaackoi.com/frames/frame01911.png,1,3,20,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,44,W,,1878,213,130,2,OFF,NONE,TGT,LOS,18,29,34,N,67,7,9,W,63.66666667,18.51361111,-67.14555556,18.49277778,-67.11916667
1912,http://prrr.isaackoi.com/frames/frame01912.png,1,3,21,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,44,W,,1878,213,130,2,OFF,NONE,TGT,LOS,18,29,34,N,67,7,9,W,63.7,18.51361111,-67.14555556,18.49277778,-67.11916667
1913,http://prrr.isaackoi.com/frames/frame01913.png,1,3,22,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,44,W,,1878,213,130,2,OFF,NONE,TGT,LOS,18,29,34,N,67,7,9,W,63.73333333,18.51361111,-67.14555556,18.49277778,-67.11916667
1914,http://prrr.isaackoi.com/frames/frame01914.png,1,3,23,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,49,N,67,8,44,W,,1878,213,129,2,OFF,NONE,TGT,LOS,18,29,34,N,67,7,9,W,63.76666667,18.51361111,-67.14555556,18.49277778,-67.11916667
1915,http://prrr.isaackoi.com/frames/frame01915.png,1,3,24,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,44,W,,1881,213,129,2,OFF,NONE,TGT,LOS,18,29,34,N,67,7,10,W,63.8,18.51333333,-67.14555556,18.49277778,-67.11944444
1916,http://prrr.isaackoi.com/frames/frame01916.png,1,3,25,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,44,W,,1881,213,129,2,OFF,NONE,TGT,LOS,18,29,34,N,67,7,10,W,63.83333333,18.51333333,-67.14555556,18.49277778,-67.11944444
1917,http://prrr.isaackoi.com/frames/frame01917.png,1,3,26,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,44,W,,1881,213,129,2,OFF,NONE,TGT,LOS,18,29,34,N,67,7,10,W,63.86666667,18.51333333,-67.14555556,18.49277778,-67.11944444
1918,http://prrr.isaackoi.com/frames/frame01918.png,1,3,27,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,44,W,,1881,213,129,2,OFF,NONE,TGT,LOS,18,29,34,N,67,7,10,W,63.9,18.51333333,-67.14555556,18.49277778,-67.11944444
1919,http://prrr.isaackoi.com/frames/frame01919.png,1,3,28,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,44,W,,1881,213,129,2,OFF,NONE,TGT,LOS,18,29,34,N,67,7,10,W,63.93333333,18.51333333,-67.14555556,18.49277778,-67.11944444
1920,http://prrr.isaackoi.com/frames/frame01920.png,1,3,29,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,44,W,,1881,213,129,2,OFF,NONE,TGT,LOS,18,29,34,N,67,7,10,W,63.96666667,18.51333333,-67.14555556,18.49277778,-67.11944444
1921,http://prrr.isaackoi.com/frames/frame01921.png,1,4,0,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,45,W,,1884,213,129,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,10,W,64,18.51333333,-67.14583333,18.49305556,-67.11944444
1922,http://prrr.isaackoi.com/frames/frame01922.png,1,4,1,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,45,W,,1884,213,129,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,10,W,64.03333333,18.51333333,-67.14583333,18.49305556,-67.11944444
1923,http://prrr.isaackoi.com/frames/frame01923.png,1,4,2,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,45,W,,1884,213,129,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,10,W,64.06666667,18.51333333,-67.14583333,18.49305556,-67.11944444
1924,http://prrr.isaackoi.com/frames/frame01924.png,1,4,3,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,45,W,,1884,213,129,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,10,W,64.1,18.51333333,-67.14583333,18.49305556,-67.11944444
1925,http://prrr.isaackoi.com/frames/frame01925.png,1,4,4,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,45,W,,1884,213,129,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,10,W,64.13333333,18.51333333,-67.14583333,18.49305556,-67.11944444
1926,http://prrr.isaackoi.com/frames/frame01926.png,1,4,5,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,45,W,,1884,213,129,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,10,W,64.16666667,18.51333333,-67.14583333,18.49305556,-67.11944444
1927,http://prrr.isaackoi.com/frames/frame01927.png,1,4,6,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,46,W,,1884,213,129,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,10,W,64.2,18.51333333,-67.14611111,18.49305556,-67.11944444
1928,http://prrr.isaackoi.com/frames/frame01928.png,1,4,7,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,46,W,,1887,213,128,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,9,W,64.23333333,18.51333333,-67.14611111,18.49305556,-67.11916667
1929,http://prrr.isaackoi.com/frames/frame01929.png,1,4,8,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,46,W,,1887,213,128,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,9,W,64.26666667,18.51333333,-67.14611111,18.49305556,-67.11916667
1930,http://prrr.isaackoi.com/frames/frame01930.png,1,4,9,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,46,W,,1887,213,128,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,9,W,64.3,18.51333333,-67.14611111,18.49305556,-67.11916667
1931,http://prrr.isaackoi.com/frames/frame01931.png,1,4,10,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,46,W,,1887,213,128,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,9,W,64.33333333,18.51333333,-67.14611111,18.49305556,-67.11916667
1932,http://prrr.isaackoi.com/frames/frame01932.png,1,4,11,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,46,W,,1887,213,128,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,9,W,64.36666667,18.51333333,-67.14611111,18.49305556,-67.11916667
1933,http://prrr.isaackoi.com/frames/frame01933.png,1,4,12,26-Apr-13,1,23,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,48,N,67,8,46,W,,1887,213,128,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,9,W,64.4,18.51333333,-67.14611111,18.49305556,-67.11916667
1934,http://prrr.isaackoi.com/frames/frame01934.png,1,4,13,26-Apr-13,1,23,12,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,47,N,67,8,46,W,,1891,213,128,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,9,W,64.43333333,18.51305556,-67.14611111,18.49305556,-67.11916667
1935,http://prrr.isaackoi.com/frames/frame01935.png,1,4,14,26-Apr-13,1,23,12,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,47,N,67,8,46,W,,1891,213,128,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,9,W,64.46666667,18.51305556,-67.14611111,18.49305556,-67.11916667
1936,http://prrr.isaackoi.com/frames/frame01936.png,1,4,15,26-Apr-13,1,23,12,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,675,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,47,N,67,8,46,W,,1891,213,128,2,OFF,NONE,TGT,LOS,18,29,35,N,67,7,9,W,64.5,18.51305556,-67.14611111,18.49305556,-67.11916667
