Frame,X pixels,Y pixels,,,Frame,X pixels,Y pixels,,offx,offy,len,Bank Angle,,Cue Angle
470,767.777,419.816,,,470,1143.21,408.621,,375.433,-11.195,375.5998742,-1.70799115,-0.029805654,48.54554049
471,767.848,419.52,,,471,1143.24,409.52,,375.392,-10,375.5251705,-1.525931091,-0.026629373,48.57046091
472,767.859,419.375,,,472,1143.13,409.488,,375.271,-9.887,375.4012203,-1.509182314,-0.026337155,48.59177461
473,767.965,418.742,,,473,1143.11,409.66,,375.145,-9.082,375.2549184,-1.386820152,-0.024202214,48.72091596
474,767.5,418.562,,,474,1143.11,410.398,,375.61,-8.164,375.6987131,-1.245145508,-0.021730178,48.66585869
475,767.773,418.566,,,475,1143.13,410.441,,375.357,-8.125,375.4449268,-1.24003421,-0.02164099,48.73934382
476,767.867,418.312,,,476,1142.87,410.539,,375.003,-7.773,375.0835501,-1.187447377,-0.020723383,48.77776562
477,767.801,417.848,,,477,1143.2,410.73,,375.399,-7.118,375.4664767,-1.086264198,-0.018957751,49.11124148
478,767.734,417.824,,,478,1142.82,410.93,,375.086,-6.894,375.1493498,-1.052965544,-0.018376681,49.10171023
479,767.719,417.344,,,479,1142.79,411.137,,375.071,-6.207,375.1223559,-0.948093677,-0.016546601,49.10080415
480,767.727,416.637,,,480,1142.82,411.688,,375.093,-4.949,375.1256473,-0.755920159,-0.013192913,49.13599646
481,767.762,416.613,,,481,1142.86,412.371,,375.098,-4.242,375.1219857,-0.647932903,-0.011308321,49.29614463
482,767.762,416.617,,,482,1142.74,412.395,,374.978,-4.222,375.0017677,-0.645084671,-0.011258614,49.31743478
483,767.738,416.555,,,483,1143.07,412.941,,375.332,-3.614,375.3493989,-0.551673047,-0.009628362,49.34222651
484,767.852,416.301,,,484,1142.95,412.918,,375.098,-3.383,375.1132553,-0.516735271,-0.00901861,49.48525698
485,768.23,416.289,,,485,1142.89,413.125,,374.66,-3.164,374.6733597,-0.48385079,-0.008444689,49.74726605
486,767.988,415.406,,,486,1142.88,414.391,,374.892,-1.015,374.893374,-0.155124874,-0.002707436,49.75990908
487,767.648,415.309,,,487,1142.75,414.422,,375.102,-0.887,375.1030487,-0.135486512,-0.002364684,49.78124096
488,767.566,415.234,,,488,1142.74,414.645,,375.174,-0.589,375.1744623,-0.08995076,-0.001569936,49.83748921
489,768.027,414.418,,,489,1142.72,415.07,,374.693,0.652,374.6935673,0.099699782,0.001740089,49.86039375
490,768.023,414.387,,,490,1142.72,415.273,,374.697,0.886,374.6980475,0.135480044,0.002364571,49.90756142
491,768.227,413.762,,,491,1142.65,415.387,,374.423,1.625,374.4265262,0.248662761,0.00433997,50.05097956
492,767.883,413.645,,,492,1142.88,415.645,,374.997,2,375.0023333,0.305577038,0.0053333,50.02344617
493,767.875,413.66,,,493,1142.84,417.152,,374.965,3.492,374.9812599,0.533572675,0.009312465,50.11489091
494,767.816,413.633,,,494,1142.88,417.195,,375.064,3.562,375.0809139,0.544124286,0.009496618,50.41067157
495,767.801,412.43,,,495,1142.6,417.645,,374.799,5.215,374.8352793,0.797169175,0.013912778,50.36025589
496,767.934,411.969,,,496,1142.78,417.582,,374.846,5.613,374.8880226,0.857891445,0.014972471,50.48147912
497,767.957,411.617,,,497,1142.71,419.391,,374.753,7.774,374.8336245,1.188392127,0.020739868,50.58696629
498,767.84,410.473,,,498,1142.9,419.535,,375.06,9.062,375.1694596,1.384080825,0.024154418,50.69487656
499,767.789,410.453,,,499,1142.75,421.195,,374.961,10.742,375.1148385,1.640978578,0.028636564,50.74348421
500,767.938,410.387,,,500,1142.68,421.195,,374.742,10.808,374.8978253,1.652019709,0.028829188,50.86012297
501,767.828,409.543,,,501,1142.61,421.758,,374.782,12.215,374.9810045,1.866739308,0.032574983,51.10776157
502,767.754,409.492,,,502,1142.64,421.816,,374.886,12.324,375.0885148,1.88286302,0.032856245,51.04668488
503,767.906,408.586,,,503,1142.51,422.602,,374.604,14.016,374.8661162,2.142751335,0.037389349,51.32111639
504,767.863,407.512,,,504,1142.55,424.535,,374.687,17.023,375.0735001,2.60130671,0.045385771,51.4062576
505,767.922,406.82,,,505,1142.6,425.609,,374.678,18.789,375.1488107,2.870810047,0.050084125,51.55342765
506,767.926,406.801,,,506,1142.66,425.637,,374.734,18.836,375.207097,2.877549856,0.050201609,51.54461621
507,767.949,405.43,,,507,1142.41,426.496,,374.461,21.066,375.0530854,3.219886698,0.056168049,51.64843589
508,768.047,405.402,,,508,1142.26,426.469,,374.213,21.067,374.8055334,3.222168727,0.056207815,51.76631416
509,767.969,404.715,,,509,1142.39,428.457,,374.421,23.742,375.1729838,3.628262274,0.063282808,51.88162498
510,768.004,403.461,,,510,1142.32,429.562,,374.316,26.101,375.224906,3.988769895,0.069560948,51.95971064
511,768.02,402.754,,,511,1142.23,430.605,,374.21,27.851,375.2449897,4.2564552,0.074220844,52.0138093
512,768.031,402.383,,,512,1141.77,430.691,,373.739,28.308,374.8095289,4.331466382,0.075526362,52.0787443
513,768.094,401.602,,,513,1141.71,432.559,,373.616,30.957,374.8963207,4.736582508,0.08257483,52.17432424
514,768.301,400.625,,,514,1141.71,433.387,,373.409,32.762,374.8434739,5.014152916,0.087401815,52.20451329
515,768.379,400.484,,,515,1141.5,433.617,,373.121,33.133,374.5892101,5.074532726,0.08845156,52.27131646
516,768.281,399.586,,,516,1141.61,434.656,,373.329,35.07,374.9725952,5.366536144,0.093526835,52.44625201
517,768.273,398.723,,,517,1141.39,435.387,,373.117,36.664,374.9140496,5.61210037,0.097793081,52.49402973
518,768.449,398.52,,,518,1140.69,436.367,,372.241,37.847,374.1600693,5.805505555,0.101151895,52.75558348
519,768.551,397.457,,,519,1141.3,437.547,,372.749,40.09,374.8986864,6.138693795,0.106935557,52.85618975
520,768.688,396.59,,,520,1141.34,438.387,,372.652,41.797,374.9886696,6.399602308,0.111462034,52.93935827
521,768.703,396.562,,,521,1140.63,438.402,,371.927,41.84,374.2730005,6.418514805,0.111790057,53.03082194
522,768.785,395.453,,,522,1140.5,439.629,,371.715,44.176,374.3308165,6.777456006,0.11801326,53.08516512
523,768.734,395.398,,,523,1139.75,439.836,,371.016,44.438,373.6677777,6.829997326,0.118923821,53.20177138
524,768.777,395.242,,,524,1139.63,440.621,,370.853,45.379,373.619059,6.976251712,0.121457937,53.24368682
525,769.18,393.699,,,525,1140.45,442.348,,371.27,48.649,374.4437716,7.465164698,0.129923379,53.38276016
526,769.184,392.57,,,526,1140.39,442.656,,371.206,50.086,374.5697556,7.684383665,0.133716082,53.36187265
527,769.164,392.559,,,527,1140.49,443.414,,371.326,50.855,374.7922482,7.798434695,0.135688505,53.47277915
528,769.254,391.59,,,528,1140.34,443.625,,371.086,52.035,374.716507,7.982172824,0.138864979,53.48986247
529,769.305,391.523,,,529,1139.68,444.418,,370.375,52.895,374.1330267,8.127720011,0.141380194,53.47735036
530,769.367,390.695,,,530,1140.32,444.609,,370.953,53.914,374.8504336,8.269418985,0.143828032,53.53813624
531,769.582,389.598,,,531,1140.36,446.461,,370.778,56.863,375.1129511,8.719023112,0.151589008,53.65558526
532,769.531,389.441,,,532,1139.66,446.469,,370.129,57.028,374.4965546,8.759027176,0.152279105,53.86811976
533,769.656,389.199,,,533,1139.42,446.715,,369.764,57.516,374.2105102,8.84138422,0.153699585,54.06053708
534,769.742,388.527,,,534,1139.16,448.559,,369.418,60.032,374.263944,9.230124237,0.160400169,54.08778817
535,769.785,388.238,,,535,1139.05,448.91,,369.265,60.672,374.2161565,9.330602623,0.162130894,54.07517203
536,769.777,387.98,,,536,1138.96,449.098,,369.183,61.118,374.2078265,9.400022761,0.163326354,54.18709116
537,769.969,386.969,,,537,1139.16,450.145,,369.191,63.176,374.5573407,9.710408007,0.168668434,54.20023805
538,769.945,386.973,,,538,1139.04,450.379,,369.095,63.406,374.5015886,9.747569316,0.169307693,54.23597848
539,770.09,386.586,,,539,1138.45,450.586,,368.36,64,373.8784423,9.856354231,0.171178631,54.35607369
540,770.188,385.582,,,540,1138.32,451.266,,368.132,65.684,373.9459283,10.1165482,0.175651064,54.39965501
541,770.121,384.668,,,541,1138.16,451.816,,368.039,67.148,374.1143668,10.33977686,0.179485222,54.51810655
542,770.219,384.512,,,542,1138.23,452.191,,368.011,67.679,374.1824998,10.4205341,0.180871634,54.52321376
543,770.805,383.996,,,543,1138.13,452.93,,367.325,68.934,373.7372767,10.62878078,0.184445075,54.48461975
544,770.824,383.922,,,544,1138.28,453.195,,367.456,69.273,373.9286837,10.67613106,0.185257251,54.52068469
545,770.441,383.578,,,545,1137.99,453.562,,367.549,69.984,374.1524123,10.78048697,0.187046769,54.64304131
546,770.93,382.719,,,546,1137.9,454.062,,366.97,71.343,373.8406138,11.00169372,0.190838013,54.66516306
547,770.984,382.668,,,547,1137.43,454.086,,366.446,71.418,373.3405974,11.02833892,0.191294492,54.67703837
548,770.945,382.238,,,548,1137.27,454.258,,366.325,72.02,373.3374961,11.12257351,0.192908563,54.9120966
549,770.93,381.832,,,549,1137.36,454.969,,366.43,73.137,373.6575513,11.28752884,0.195732696,54.87860761
550,771.211,381.758,,,550,1138.16,455.301,,366.949,73.543,374.2460974,11.33293139,0.196509731,54.92130372
551,771.07,381.625,,,551,1137.3,455.246,,366.23,73.621,373.5565078,11.36633272,0.197081294,54.99833637
552,770.973,381.254,,,552,1136.98,456.172,,366.007,74.918,373.595812,11.56808391,0.200532227,55.05422619
553,771.363,381.297,,,553,1137.26,456.207,,365.897,74.91,373.4864425,11.57026553,0.200569529,55.03342357
554,771.129,381.234,,,554,1137.16,456.219,,366.031,74.985,373.6327651,11.57741148,0.200691714,55.04016718
555,771.094,380.609,,,555,1137.17,457.074,,366.076,76.465,373.976649,11.79816124,0.204464638,55.07409865
556,771.031,380.555,,,556,1137.16,457.176,,366.129,76.621,374.0604527,11.81989148,0.204835875,55.05211743
557,771.152,380.156,,,557,1137.16,457.281,,366.008,77.125,374.0456144,11.8992531,0.20619143,55.09534982
558,771.246,380.543,,,558,1137.2,457.344,,365.954,76.801,373.9260939,11.85238026,0.205390855,55.14401599
559,771.168,379.941,,,559,1136.98,457.363,,365.812,77.422,373.9152115,11.94997773,0.207057637,55.18799722
560,771.207,379.926,,,560,1136.85,457.574,,365.643,77.648,373.7967567,11.98923212,0.207727859,55.12448016
561,771.656,379.832,,,561,1137.04,457.969,,365.384,78.137,373.6453642,12.07083112,0.209120753,55.19420485
562,771.375,379.887,,,562,1137.07,457.969,,365.695,78.082,373.9380052,12.05262513,0.208810014,55.12986489
563,771.273,379.895,,,563,1136.9,457.945,,365.627,78.05,373.8648227,12.05000519,0.208765295,55.30816232
564,771.219,379.617,,,564,1136.4,458.082,,365.181,78.465,373.5156208,12.12654444,0.210071536,55.47019336
565,771.289,379.246,,,565,1136.46,458.137,,365.171,78.891,373.5955689,12.19074148,0.211166851,55.43722558
566,771.367,379.203,,,566,1136.95,458.355,,365.583,79.152,374.0534307,12.21649236,0.211606133,55.44019529
567,771.395,379.168,,,567,1136.88,458.344,,365.485,79.176,373.962731,12.22326343,0.211721633,55.456618
568,771.223,379.176,,,568,1136.39,458.816,,365.167,79.64,373.7505418,12.30310316,0.213083303,55.42838455
569,771.148,379.211,,,569,1136.22,459.074,,365.072,79.863,373.705317,12.3396115,0.213705817,55.45009783
570,771.168,379.199,,,570,1136.46,459.16,,365.292,79.961,373.9411809,12.34707655,0.213833095,55.53797012
571,771.266,379.191,,,571,1136.43,459.309,,365.164,80.118,373.849757,12.37477644,0.214305342,55.54916551
572,771.715,379.062,,,572,1136.22,459.625,,364.505,80.563,373.3018778,12.463166,0.215811933,55.64399725
573,771.102,378.98,,,573,1136.18,459.332,,365.078,80.352,373.8159841,12.41263383,0.21495068,55.60416678
574,771.734,378.973,,,574,1136.28,459.676,,364.546,80.703,373.3721472,12.48278561,0.216146278,55.54759723
575,771.684,378.715,,,575,1136.38,459.777,,364.696,81.062,373.5963333,12.53156904,0.216977504,55.51842532
576,771.766,378.621,,,576,1136.37,459.727,,364.604,81.106,373.5160774,12.54121974,0.217141925,55.49495039
577,771.809,378.633,,,577,1136.34,459.824,,364.531,81.191,373.4632893,12.55638095,0.217400217,55.54147944
578,771.738,378.223,,,578,1136.19,460.047,,364.452,81.824,373.5243329,12.65379049,0.219059356,55.52450408
579,771.742,378.098,,,579,1136.29,460.117,,364.548,82.019,373.6607561,12.67974023,0.219501242,55.4971569
580,771.742,378.074,,,580,1136.16,460.18,,364.418,82.106,373.5530404,12.69713564,0.219797435,55.53491418
581,771.828,378.004,,,581,1136.27,460.25,,364.442,82.246,373.6072482,12.71727178,0.220140269,55.51515211
582,771.391,377.797,,,582,1136.24,460.359,,364.849,82.562,374.073892,12.75076188,0.220710404,55.56396543
583,771.383,377.777,,,583,1136.16,460.594,,364.777,82.817,374.0600423,12.79129179,0.221400285,55.53010809
584,771.93,377.742,,,584,1136.05,460.594,,364.12,82.852,373.4271392,12.81884691,0.221869252,55.48910892
585,771.879,377.73,,,585,1136.13,460.668,,364.251,82.938,373.573959,12.82725042,0.222012263,55.53313314
586,771.891,377.723,,,586,1136.09,460.641,,364.199,82.918,373.5188166,12.82602998,0.221991494,55.86100851
587,771.969,377.758,,,587,1135.95,460.609,,363.981,82.851,373.2913829,12.82343079,0.221947261,55.91032222
588,772.008,377.711,,,588,1135.9,460.746,,363.892,83.035,373.2454941,12.85400387,0.222467522,55.8942901
589,771.926,377.316,,,589,1136,460.812,,364.074,83.496,373.5257146,12.91673473,0.223534811,55.84608769
590,772.004,377.328,,,590,1136.04,460.852,,364.036,83.524,373.4949369,12.92222443,0.223628199,55.89342972
591,772.051,377.23,,,591,1136.16,461.156,,364.109,83.926,373.6561753,12.97980207,0.224607555,55.83518779
592,771.992,376.938,,,592,1136.16,461.086,,364.168,84.148,373.7635859,13.01093243,0.225136967,55.84455739
593,772.133,376.836,,,593,1135.87,460.754,,363.737,83.918,373.291891,12.99143007,0.224805312,55.8683037
594,771.996,376.293,,,594,1135.94,461.066,,363.944,84.773,373.686629,13.11203319,0.226855856,55.83240338
595,772.312,376.309,,,595,1136.03,460.965,,363.718,84.656,373.4399843,13.10241636,0.226692383,55.86882777
596,772.305,376.309,,,596,1136,460.969,,363.695,84.66,373.4184899,13.10381413,0.226716144,55.79101991
597,772.191,375.992,,,597,1135.38,461.133,,363.189,85.141,373.0351721,13.19338891,0.228238532,55.83107572
598,772.289,376.027,,,598,1135.92,461.215,,363.631,85.188,373.4762369,13.18493253,0.228094833,55.82570919
599,772.172,376.055,,,599,1135.97,461.234,,363.798,85.179,373.6367847,13.17774755,0.227972736,55.89181009
600,772.359,375.758,,,600,1135.95,461.809,,363.591,86.051,373.6351026,13.31518152,0.23030759,55.89256628
601,772.375,375.594,,,601,1135.94,461.934,,363.565,86.34,373.6764708,13.3592208,0.23105549,55.88928629
602,772.781,375.266,,,602,1135.46,462.031,,362.679,86.765,372.9131565,13.45420571,0.232668112,55.84268131
603,772.777,375.27,,,603,1135.84,462.102,,363.063,86.832,373.3022076,13.45049397,0.232605107,55.86477397
604,772.309,375.18,,,604,1135.37,462.129,,363.061,86.949,373.3274947,13.46802921,0.23290275,55.88158063
605,772.383,375.16,,,605,1135.26,462.188,,362.877,87.028,373.1669732,13.48640504,0.233214636,55.83081837
606,772.391,375.152,,,606,1135.3,462.191,,362.909,87.039,373.2006562,13.48690151,0.233223063,56.07759281
607,772.406,375.039,,,607,1135.3,462.309,,362.894,87.27,373.2400141,13.52192128,0.233817374,56.01547054
608,772.672,375.004,,,608,1136.01,462.641,,363.338,87.637,373.7576033,13.56070718,0.234475498,56.0446717
609,772.734,374.836,,,609,1136.01,462.637,,363.276,87.801,373.7358262,13.58737706,0.234927973,56.0178785
610,772.781,374.863,,,610,1135.88,462.625,,363.099,87.762,373.5546178,13.58794054,0.234937532,56.01140117
611,772.695,374.922,,,611,1135.39,462.617,,362.695,87.695,373.1461859,13.59251473,0.235015132,55.98573746
612,772.668,374.941,,,612,1135.86,462.664,,363.192,87.723,373.6358569,13.57877691,0.23478207,56.03541015
613,772.703,374.809,,,613,1135.88,462.324,,363.177,87.515,373.5724944,13.54830726,0.234265106,55.99460131
614,772.805,374.332,,,614,1135.92,462.117,,363.115,87.785,373.5755739,13.59079282,0.23498592,56.02266538
615,772.98,374.574,,,615,1135.88,462.121,,362.9,87.547,373.3107114,13.5630415,0.234515103,56.02298369
616,772.812,374.648,,,616,1135.89,462.035,,363.078,87.387,373.4462771,13.53277367,0.234001529,56.03216637
617,772.645,374.691,,,617,1135.88,461.934,,363.235,87.243,373.5652637,13.50566603,0.233541521,56.10346817
618,772.691,374.855,,,618,1135.93,461.969,,363.239,87.114,373.5390476,13.48628308,0.233212567,56.28041734
619,772.723,374.816,,,619,1136.12,461.883,,363.397,87.067,373.681739,13.47362563,0.232997738,56.22302854
620,772.707,374.973,,,620,1136.16,461.758,,363.453,86.785,373.6706028,13.42957532,0.232250007,56.20964429
621,772.336,375.152,,,621,1136.16,461.168,,363.824,86.016,373.8537886,13.30173768,0.230079252,56.08048512
622,772.359,375.145,,,622,1136.16,460.914,,363.801,85.769,373.77465,13.2657021,0.22946714,56.09391734
623,772.648,375.121,,,623,1136.14,460.59,,363.492,85.469,373.4051205,13.23177782,0.228890809,56.09309678
624,772.344,375.191,,,624,1136.25,460.207,,363.906,85.016,373.7048262,13.14963989,0.227495055,56.11192047
625,772.277,375.27,,,625,1136.16,460.148,,363.883,84.878,373.6510572,13.12983611,0.227158463,56.11311541
626,772.355,375.273,,,626,1136.16,460.137,,363.805,84.864,373.5719161,13.13046254,0.227169111,56.10439039
627,772.785,375.805,,,627,1136.09,459.895,,363.305,84.09,372.9097091,13.032102,0.225496945,56.11130309
628,772.664,375.793,,,628,1136.28,459.707,,363.616,83.914,373.1730897,12.99500807,0.224866161,56.1224854
629,772.316,375.609,,,629,1136.45,459.145,,364.134,83.536,373.5931387,12.92065713,0.223601537,56.12901104
630,772.391,375.84,,,630,1136.88,458.887,,364.489,83.047,373.8302226,12.83544113,0.222151648,56.11633979
631,772.355,376.02,,,631,1136.41,458.691,,364.055,82.671,373.3236361,12.79397365,0.221445931,56.12842097
632,772.145,376.09,,,632,1136.46,458.629,,364.315,82.539,373.5479966,12.76539866,0.220959557,56.11140749
633,772.262,376.039,,,633,1137.07,457.898,,364.808,81.859,373.8793559,12.64707289,0.218944958,56.09604342
634,772.223,376.129,,,634,1137.1,457.738,,364.877,81.609,373.8920352,12.60737697,0.218268891,56.08336607
635,772.215,376.289,,,635,1137.12,457.645,,364.905,81.356,373.8642237,12.56860224,0.217608412,56.09039746
636,772.332,376.281,,,636,1137.14,457.664,,364.808,81.383,373.7754266,12.57587751,0.217732345,55.96236049
637,772.648,376.277,,,637,1137.16,457.301,,364.512,81.024,373.4084717,12.53200315,0.2169849,55.92244007
638,772.984,376.102,,,638,1137.32,456.801,,364.336,80.699,373.1662491,12.48915524,0.21625482,56.24002454
639,772.453,376.027,,,639,1137.5,456.617,,365.047,80.59,373.8369435,12.44927931,0.21557527,56.14813553
640,772.562,376.184,,,640,1137.34,456.594,,364.778,80.41,373.5354834,12.43121361,0.215267367,56.25010807
641,772.52,376.402,,,641,1137.44,456.59,,364.92,80.188,373.6264468,12.39328035,0.214620781,56.17502655
642,772.785,376.82,,,642,1137.31,455.938,,364.525,79.118,373.0122432,12.24577665,0.212105638,56.17835997
643,772.242,376.422,,,643,1137.29,455.77,,365.048,79.348,373.5721449,12.26323591,0.212403417,56.1750796
644,772.148,376.051,,,644,1137.38,455.684,,365.232,79.633,373.812558,12.29993198,0.213029226,56.20144584
645,772.461,376.5,,,645,1137.54,455.422,,365.079,78.922,373.512193,12.19836967,0.211296984,56.22354207
646,772.547,376.555,,,646,1137.57,455.508,,365.023,78.953,373.46401,12.20483355,0.211407252,56.1639286
647,772.699,376.605,,,647,1137.66,455.516,,364.961,78.911,373.3945332,12.20054574,0.211334106,56.15267037
648,772.723,376.645,,,648,1137.42,455.492,,364.697,78.847,373.1229706,12.19950735,0.211316392,56.16859968
649,772.527,376.488,,,649,1137.95,455.121,,365.423,78.633,373.78753,12.14392902,0.210368174,56.17503534
650,772.344,376.465,,,650,1137.92,454.84,,365.576,78.375,373.8829394,12.1003441,0.209624435,56.14737819
651,772.508,376.473,,,651,1137.92,454.805,,365.412,78.332,373.7135694,12.09916876,0.209604377,56.1851542
652,772.457,376.336,,,652,1137.89,454.793,,365.433,78.457,373.760322,12.11723028,0.209912597,56.13246727
653,772.457,376.461,,,653,1137.9,454.805,,365.443,78.344,373.7463961,12.0999714,0.209618075,56.22406812
654,772.52,376.5,,,654,1137.73,454.75,,365.21,78.25,373.4988709,12.09336424,0.209505319,56.39742493
655,772.582,376.477,,,655,1138.26,454.301,,365.678,77.824,373.8675897,12.01450183,0.208159258,56.39713518
656,772.66,376.418,,,656,1138.14,454.004,,365.48,77.586,373.6244342,11.98512416,0.207657725,56.35872472
657,772.551,376.258,,,657,1137.83,453.859,,365.279,77.601,373.4309348,11.99377953,0.207805494,56.38525027
658,772.527,376.238,,,658,1138.03,453.789,,365.503,77.551,373.6396668,11.97914168,0.207555586,56.38319637
659,772.969,376.406,,,659,1137.9,453.812,,364.931,77.406,373.0500283,11.97559065,0.207494958,56.31817068
660,772.977,376.328,,,660,1137.92,453.852,,364.943,77.524,373.0862686,11.99293542,0.207791084,56.3835246
661,772.805,376.375,,,661,1137.92,453.863,,365.115,77.488,373.2470407,11.98204349,0.207605129,56.33445725
662,772.867,376.383,,,662,1137.91,453.867,,365.043,77.484,373.1757791,11.98373771,0.207634054,56.3923833
663,772.574,375.906,,,663,1138.21,453.359,,365.636,77.453,373.7494504,11.96021362,0.207232412,56.36180795
664,773.043,375.941,,,664,1138.18,453.359,,365.137,77.418,373.2540361,11.97083126,0.207413698,56.41046915
665,772.875,375.961,,,665,1138.17,453.379,,365.295,77.418,373.4086016,11.96580282,0.207327843,56.39064718
666,772.926,375.461,,,666,1137.79,453.676,,364.864,78.215,373.1532188,12.09923973,0.209605588,56.37050125
667,772.918,375.527,,,667,1138.08,453.734,,365.162,78.207,373.4429288,12.08845623,0.209421558,56.38043475
668,772.5,375.434,,,668,1138.11,453.734,,365.61,78.3,373.9004708,12.08801443,0.209414018,56.39410701
669,772.465,375.445,,,669,1137.92,453.734,,365.455,78.289,373.7466047,12.09134154,0.209470799,56.58230923
670,772.465,375.449,,,670,1137.91,453.738,,365.445,78.289,373.7368266,12.09166267,0.20947628,56.59754901
671,772.492,375.453,,,671,1138.05,453.715,,365.558,78.262,373.841667,12.08398856,0.209345311,56.59886012
672,772.461,375.453,,,672,1137.92,453.742,,365.459,78.289,373.750516,12.09121309,0.209468607,56.72033498
673,772.609,375.238,,,673,1137.91,453.684,,365.301,78.446,373.6289543,12.11983009,0.209956962,56.70990103
674,772.949,375.242,,,674,1137.97,453.273,,365.021,78.031,373.2682245,12.06657226,0.209048065,56.70400062
675,773.035,375.227,,,675,1138.15,453.309,,365.115,78.082,373.3708103,12.07121009,0.209127221,56.74353884
676,772.93,375.211,,,676,1138.11,453.254,,365.18,78.043,373.4262206,12.06327287,0.208991752,56.78955772
677,773.129,375.258,,,677,1138.09,453.25,,364.961,77.992,373.2013982,12.06264272,0.208980996,56.76535708
678,773.023,375.242,,,678,1138.19,453.273,,365.167,78.031,373.4109999,12.06188914,0.208968134,56.75237796
679,773.223,374.926,,,679,1138.59,453.281,,365.367,78.355,373.6743913,12.10406327,0.209687904,56.78633189
680,773.305,374.422,,,680,1138.28,453.223,,364.975,78.801,373.3849866,12.18359352,0.211044908,56.73796796
681,773.293,374.414,,,681,1138.26,453.227,,364.967,78.813,373.3796996,12.18565255,0.211080035,56.80447289
682,773.293,374.438,,,682,1138.24,453.211,,364.947,78.773,373.3517086,12.18030019,0.210988722,56.67362878
683,773.176,374.414,,,683,1138.2,453.219,,365.024,78.805,373.4337272,12.18260677,0.211028073,56.93387845
684,773.156,374.41,,,684,1138.13,453.188,,364.974,78.778,373.3791558,12.180176,0.210986604,56.9125588
685,773.223,374.402,,,685,1138.24,453.227,,365.017,78.825,373.431106,12.18583292,0.211083112,57.00185289
686,772.977,374.406,,,686,1138.15,453.07,,365.173,78.664,373.5496551,12.15664413,0.210585123,56.97480841
687,773.34,374.188,,,687,1138.61,452.859,,365.27,78.671,373.6459543,12.15456117,0.210549583,56.94447083
688,773.07,373.957,,,688,1138.77,452.938,,365.7,78.981,374.1316458,12.18710635,0.211104837,57.00638893
689,772.98,373.512,,,689,1138.18,453.055,,365.2,79.543,373.7621287,12.28749713,0.212817174,56.90552342
690,772.938,373.484,,,690,1138.07,453.027,,365.132,79.543,373.6956867,12.28971594,0.212855012,56.98287931
691,773.25,373.52,,,691,1138.57,453.113,,365.32,79.593,373.8900213,12.29107022,0.212878107,57.00822312
692,773.375,373.785,,,692,1138.17,453.051,,364.795,79.266,373.3075016,12.2591854,0.212334335,57.01070802
693,772.973,373.496,,,693,1138.2,453.047,,365.227,79.551,373.7902127,12.28781453,0.212822587,57.13512519
694,772.977,373.488,,,694,1138.16,453.07,,365.183,79.582,373.7538203,12.29389342,0.212926252,57.06406463
695,773.023,373.504,,,695,1138.19,453.098,,365.167,79.594,373.7407427,12.29621316,0.21296581,57.1025061
696,773.391,372.84,,,696,1138.2,452.922,,364.809,80.082,373.4952921,12.38105295,0.214412341,57.29050865
697,773.336,372.93,,,697,1138.59,452.922,,365.254,79.992,373.9106906,12.35296206,0.213933439,57.29911279
698,773.336,372.918,,,698,1138.23,452.828,,364.894,79.91,373.5414828,12.35248878,0.21392537,57.2991797
699,773.477,372.93,,,699,1138.62,452.902,,365.143,79.972,373.7979818,12.35360731,0.21394444,57.36379131
700,773.941,372.91,,,700,1138.69,452.902,,364.749,79.992,373.4173979,12.36953876,0.21421605,57.28326476
701,773.945,372.906,,,701,1138.12,452.809,,364.175,79.903,372.8376591,12.37507505,0.214310433,57.27520084
702,773.547,372.914,,,702,1138.19,452.852,,364.643,79.938,373.3022921,12.36492818,0.214137448,57.29376882
703,773.426,372.883,,,703,1138.26,452.867,,364.834,79.984,373.4987119,12.36554681,0.214147994,57.24384005
704,773.594,372.957,,,704,1138.27,452.844,,364.676,79.887,373.3236099,12.35619799,0.213988609,57.31626127
705,773.527,372.562,,,705,1138.31,453.203,,364.783,80.641,373.5901604,12.46564534,0.215854186,57.25922867
706,773.426,372.539,,,706,1138.16,453.16,,364.734,80.621,373.5379986,12.46427227,0.215830786,57.26066478
707,773.152,372.52,,,707,1138.24,453.188,,365.088,80.668,373.8938004,12.45959661,0.215751103,57.36852457
708,773.285,372.574,,,708,1138.07,453.18,,364.785,80.606,373.58456,12.4603378,0.215763735,57.47155747
709,773.312,372.574,,,709,1137.99,453.16,,364.678,80.586,373.4757651,12.46088362,0.215773037,57.57251728
710,773.316,372.578,,,710,1138.06,453.156,,364.744,80.578,373.5384848,12.45750105,0.21571539,57.56908868
711,773.547,372.711,,,711,1138.15,453.141,,364.603,80.43,373.368896,12.43999175,0.21541698,57.59887012
712,773.586,372.586,,,712,1138.02,453.121,,364.434,80.535,373.2265084,12.46132113,0.215780493,57.61360994
713,773.559,372.574,,,713,1138.59,453.258,,365.031,80.684,373.8415959,12.46387584,0.215824031,57.63229836
714,773.609,372.699,,,714,1138.24,453.184,,364.631,80.485,373.4080896,12.44730732,0.215541661,57.71979432
715,773.594,372.406,,,715,1138.31,453.254,,364.716,80.848,373.5694845,12.4988634,0.216420247,57.69391365
716,773.961,372.344,,,716,1138.12,453.367,,364.159,81.023,373.0636726,12.54361692,0.217182765,57.72490365
717,773.887,371.746,,,717,1138.55,453.051,,364.663,81.305,373.6169249,12.56904443,0.217615945,57.70516091
