Frame,X pixels,Y pixels,,,Frame,X pixels,Y pixels,,offx,offy,len,Bank Angle,,Cue Angle
967,774.355,368.836,,,967,1137.94,455.02,,363.585,86.184,373.6599177,13.33523897,0.230648234,64.28858662
968,774.363,368.848,,,968,1138.04,455.055,,363.677,86.207,373.754742,13.33541682,0.230651254,64.33596717
969,774.531,368.695,,,969,1137.92,455.25,,363.389,86.555,373.5549937,13.39754243,0.231706178,64.37226071
970,774.34,368.578,,,970,1137.78,455.246,,363.44,86.668,373.6308015,13.41258713,0.231961604,64.37034336
971,774.438,368.5,,,971,1137.71,455.227,,363.272,86.727,373.4810819,13.42736978,0.232212565,64.41191645
972,774.41,368.508,,,972,1137.75,455.234,,363.34,86.726,373.5469913,13.4247986,0.232168916,64.49213047
973,774.406,368.512,,,973,1137.92,455.25,,363.514,86.738,373.7190239,13.42039465,0.232094152,64.49276008
974,774.422,368.512,,,974,1138,455.273,,363.578,86.761,373.7866145,13.42154704,0.232113716,64.4846463
975,774.391,368.473,,,975,1137.92,455.258,,363.529,86.785,373.7445251,13.42686939,0.23220407,64.48456826
976,774.562,368.492,,,976,1137.92,455.285,,363.358,86.793,373.5800597,13.43415264,0.232327711,64.4763408
977,774.629,368.492,,,977,1137.92,455.289,,363.291,86.797,373.5158228,13.43713718,0.232378375,64.48916053
978,774.664,368.484,,,978,1137.83,455.305,,363.166,86.821,373.3998254,13.44517614,0.232514838,64.62947858
979,774.648,368.492,,,979,1138.04,455.355,,363.392,86.863,373.6293972,13.44338203,0.232484383,64.64927183
980,774.668,368.512,,,980,1137.92,455.312,,363.252,86.8,373.4785877,13.43897515,0.232409575,64.64761626
981,774.699,368.508,,,981,1137.92,455.32,,363.221,86.812,373.451226,13.44187117,0.232458736,64.6946586
982,774.602,368.5,,,982,1137.72,455.27,,363.118,86.77,373.3412846,13.43927661,0.232414693,64.69964757
983,774.582,368.512,,,983,1137.7,455.262,,363.118,86.75,373.3366369,13.43629127,0.232364015,64.66278269
984,774.59,368.512,,,984,1137.92,455.277,,363.33,86.765,373.5463213,13.4309732,0.232273737,64.67053658
985,774.656,368.484,,,985,1137.92,455.262,,363.264,86.778,373.4851469,13.43526473,0.232346589,64.69820869
986,774.207,368.441,,,986,1137.94,455.277,,363.733,86.836,373.9547916,13.42721204,0.232209887,64.90897557
987,774.359,368.453,,,987,1137.92,455.289,,363.561,86.836,373.7874953,13.43333423,0.232313818,64.92671595
988,774.316,368.527,,,988,1137.78,455.297,,363.464,86.77,373.6778187,13.42694656,0.23220538,64.93414362
989,774.645,368.57,,,989,1137.78,455.273,,363.135,86.703,373.3422537,13.42866952,0.23223463,64.93645218
990,774.57,368.344,,,990,1137.27,455.406,,362.7,87.062,373.0027907,13.4978244,0.233408441,64.99252871
991,774.613,368.359,,,991,1137.54,455.582,,362.927,87.223,373.2611138,13.51372233,0.23367824,64.96395271
992,774.617,368.371,,,992,1137.79,455.664,,363.173,87.293,373.5166606,13.51534482,0.233705773,64.93939576
993,774.605,368.367,,,993,1137.88,455.676,,363.275,87.309,373.6195754,13.51407489,0.233684223,64.93628168
994,774.609,368.363,,,994,1137.71,455.637,,363.101,87.274,373.4422141,13.51509212,0.233701485,64.96509147
995,774.633,368.375,,,995,1137.66,455.641,,363.027,87.266,373.3683938,13.51655233,0.233726265,65.0562026
996,774.609,368.094,,,996,1137.68,455.871,,363.071,87.777,373.5309261,13.59118602,0.234992591,65.08232585
997,774.512,367.992,,,997,1137.73,455.992,,363.218,88,373.7262575,13.61912076,0.235466463,65.3218143
998,774.695,367.859,,,998,1137.67,456.117,,362.975,88.258,373.5509673,13.66635673,0.236267625,65.30543892
999,775.102,366.988,,,999,1137.62,456.84,,362.518,89.852,373.4871915,13.9205302,0.240575854,65.32502283
1000,775.023,366.574,,,1000,1137.11,456.992,,362.087,90.418,373.2055872,14.02079099,0.242273972,65.36739211
1001,775.105,366.398,,,1001,1136.92,457.203,,361.815,90.805,373.0357118,14.08858231,0.243421735,65.43749831
1002,775.336,365.418,,,1002,1136.93,457.281,,361.594,91.863,373.0804626,14.25443911,0.246228386,65.45940367
1003,775.496,365.148,,,1003,1136.92,457.844,,361.424,92.696,373.1217713,14.38484245,0.248433641,65.40806502
1004,775.562,364.414,,,1004,1136.93,458.316,,361.368,93.902,373.3690092,14.56624373,0.251499181,65.47407391
1005,775.758,363.988,,,1005,1136.83,458.945,,361.072,94.957,373.3494623,14.73436915,0.254338119,65.54106262
1006,775.527,363.145,,,1006,1136.33,459.281,,360.803,96.136,373.3911291,14.91983267,0.257467284,65.57848765
1007,776.32,362.52,,,1007,1136.52,460.055,,360.2,97.535,373.171698,15.15122758,0.261367624,65.6013228
1008,776.387,361.496,,,1008,1136.08,461.168,,359.693,99.672,373.2473199,15.48821093,0.267040096,65.78350432
1009,776.945,361.234,,,1009,1135.92,461.773,,358.975,100.539,372.7883329,15.64609453,0.269694599,65.83184259
1010,776.965,360.594,,,1010,1135.92,462.113,,358.955,101.519,373.034582,15.79186758,0.272143669,65.92142747
1011,776.973,359.73,,,1011,1135.66,462.961,,358.687,103.231,373.2465718,16.05594851,0.276575883,65.94214192
1012,777.449,359.176,,,1012,1135.58,463.84,,358.131,104.664,373.111734,16.29103381,0.280516506,65.9923382
1013,777.387,358.441,,,1013,1135.2,464.129,,357.813,105.688,373.0952912,16.45567354,0.283273476,66.03787753
1014,777.605,356.859,,,1014,1134.82,465.816,,357.215,108.957,373.4624266,16.96264872,0.291748225,66.08144613
1015,778.297,356.566,,,1015,1134.57,466.098,,356.273,109.532,372.730076,17.08943821,0.293864131,66.15716472
1016,778.52,356.023,,,1016,1134.55,466.855,,356.03,110.832,372.8821437,17.29134491,0.297230645,66.1601755
1017,778.273,354.855,,,1017,1134.2,467.902,,355.927,113.047,373.4483278,17.62051846,0.302711223,66.21011046
1018,778.875,354.16,,,1018,1133.78,468.195,,354.905,114.035,372.7754555,17.81280065,0.305908016,66.3081916
1019,779.281,353.832,,,1019,1133.89,468.906,,354.609,115.074,372.8130475,17.97874078,0.30866409,66.30396744
1020,779.91,352.703,,,1020,1133.56,469.992,,353.65,117.289,372.5923134,18.3482446,0.314791787,66.39411274
1021,780.117,352.301,,,1021,1133.21,470.855,,353.093,118.554,372.4643843,18.55991783,0.318296205,66.33983469
1022,780.035,351.73,,,1022,1133.06,471.184,,353.025,119.454,372.6874143,18.69441251,0.320520617,66.43444184
1023,780.582,350.539,,,1023,1132.99,472.078,,352.408,121.539,372.7775838,19.0283668,0.326036235,66.49508023
1024,780.484,350.078,,,1024,1132.61,472.172,,352.126,122.094,372.6924533,19.12316207,0.327599872,66.39966098
1025,780.492,349.801,,,1025,1132.66,472.992,,352.168,123.191,373.0929143,19.28021874,0.330188528,66.49953301
1026,781.156,348.965,,,1026,1132.71,473.992,,351.554,125.027,373.124598,19.57746955,0.335081098,66.85186953
1027,781.164,348.215,,,1027,1132.2,474.152,,351.036,125.937,372.9428928,19.73585834,0.337684408,66.84041348
1028,781.34,347.992,,,1028,1132.04,474.816,,350.7,126.824,372.9273615,19.8815624,0.340076951,66.91750254
1029,781.961,346.52,,,1029,1131.68,474.965,,349.719,128.445,372.5607293,20.16730374,0.344762585,66.94100886
